5607
170676	171566	1	157	157
171563	173545	1	158	158
173580	174860	2	159	159
175085	176506	1	160	160
176588	176932	1	161	161
176979	177602	2	162	162
177640	178440	2	163	163
178433	179131	2	164	164
179215	180732	1	165	165
180862	182286	1	166	166
182441	183598	1	167	167
183687	184073	2	168	168
184144	184272	1	169	169
184388	185212	2	170	170
185243	187915	2	171	171
187977	188771	2	172	172
189139	189864	1	173	173
189816	190067	2	174	174
190122	190973	1	175	175
191120	191845	1	176	176
192137	192694	1	177	177
192786	193982	1	178	178
194168	194929	1	179	179
194929	195081	1	180	180
195050	195799	1	181	181
195811	197163	1	182	182
197193	199625	1	183	183
199747	200232	1	184	184
200236	201261	1	185	185
201366	201821	1	186	186
201825	202613	1	187	187
202613	203761	1	188	188
203758	204354	1	189	189
204391	207873	1	190	190
207886	208845	1	191	191
208944	211085	1	192	192
211142	211531	1	193	193
211596	212894	1	194	194
212943	213203	2	195	195
213190	213390	2	196	196
213556	214101	1	197	197
214098	214520	1	198	198
214534	215244	1	199	199
215494	216474	1	200	200
216678	216914	2	201	201
216920	217501	2	202	202
217554	219272	2	203	203
219384	220091	2	204	204
220088	220441	2	205	205
220610	221425	2	206	206
221465	222118	2	207	207
222111	223142	2	208	208
223330	223902	1	209	209
224266	225808	1	210	210
225877	225950	1	211	211
225996	226068	1	212	212
226255	229177	1	213	213
229251	229370	1	214	214
229562	229635	1	215	215
229800	230603	1	216	216
230600	231514	2	217	217
231755	232555	1	218	218
232633	233403	1	219	219
233451	234671	2	220	220
234881	235636	2	221	221
235670	236392	1	222	222
236389	236856	2	223	223
236921	237652	1	224	224
237785	237858	1	225	225
238218	238973	1	226	226
239599	240513	2	227	227
240557	241039	2	228	228
241063	242415	2	229	229
242426	245950	2	230	230
245969	247384	2	231	231
247389	248132	2	232	232
248129	250888	2	233	233
250897	251658	2	234	234
251663	252994	2	235	235
252997	253521	2	236	236
253518	254798	2	237	237
254823	255905	2	238	238
255869	257719	2	239	239
257723	258136	2	240	240
258143	259618	2	241	241
259669	259893	2	242	242
259928	260428	2	243	243
260443	260571	1	244	244
260855	260998	1	245	245
261125	261643	1	246	246
261676	261813	1	247	247
261853	263994	1	248	248
264070	266574	1	249	249
266588	267733	1	250	250
267966	268199	1	251	251
268380	269126	1	252	252
269245	269370	1	253	253
269702	270745	1	254	254
270787	271557	2	255	255
271735	272184	1	256	256
272227	274671	2	257	257
274911	275489	1	258	258
275695	276462	1	259	259
276433	277173	2	260	260
277329	277511	2	261	261
277610	277870	2	262	262
278064	278177	2	263	263
278203	278829	1	264	264
278886	279242	2	265	265
279618	281357	2	266	266
281317	282087	1	267	267
282158	283213	1	268	268
283288	283662	1	269	269
283908	285047	1	270	270
285044	285658	1	271	271
285715	287172	2	272	272
287433	287891	1	273	273
287983	289227	1	274	274
289285	289686	1	275	275
289725	290780	2	276	276
291068	292171	1	277	277
292183	293436	1	278	278
293551	293623	1	279	279
294233	294385	1	280	280
294452	294610	2	281	281
294951	295364	2	282	282
297177	297359	1	283	283
297507	298175	1	284	284
298552	298935	1	285	285
298951	299196	1	286	286
299196	299495	1	287	287
300010	300141	2	288	288
300486	300683	1	289	289
300688	301071	1	290	290
301086	302117	1	291	291
302269	302466	1	292	292
302501	304342	1	293	293
304390	305067	1	294	294
305148	306425	2	295	295
306753	307967	1	296	296
308096	308893	1	297	297
309163	309285	1	298	298
309364	310164	1	299	299
310882	311187	2	300	300
311378	311725	1	301	301
311736	312101	1	302	302
312094	312294	1	303	303
312299	312589	1	304	304
312586	314718	1	305	305
315189	315734	1	306	306
315731	316018	1	307	307
315969	316115	1	308	308
316153	317295	1	309	309
317746	317946	2	310	310
317962	318129	1	311	311
318126	318398	1	312	312
318498	319025	1	313	313
319641	320624	1	314	314
320617	321597	1	315	315
322057	322467	2	316	316
322446	323402	2	317	317
323412	325610	2	318	318
325607	326563	2	319	319
326560	327249	2	320	320
327429	327554	2	321	321
327667	328281	1	322	322
328714	328827	2	323	323
329171	329881	2	324	324
329850	331421	2	325	325
331483	334008	2	326	326
334034	334702	2	327	327
334760	335347	2	328	328
335422	336012	2	329	329
337049	337189	2	330	330
337189	337452	2	331	331
339033	343286	1	332	332
343407	344264	2	333	333
344854	345447	2	334	334
345459	345695	2	335	335
345804	347129	2	336	336
347355	348209	1	337	337
348736	349455	1	338	338
349466	350893	1	339	339
350886	351581	1	340	340
351655	351777	2	341	341
351827	352492	2	342	342
352705	354375	2	343	343
354389	355861	2	344	344
355875	356462	2	345	345
356591	358624	1	346	346
359131	363180	1	347	347
363322	364410	1	348	348
364452	365384	2	349	349
365476	365973	2	350	350
366231	366836	1	351	351
366876	367739	1	352	352
367729	369276	1	353	353
369276	370694	1	354	354
370837	371787	1	355	355
371797	372183	1	356	356
372235	373179	1	357	357
373448	373888	1	358	358
374139	375125	1	359	359
375174	376658	1	360	360
376651	377622	1	361	361
377619	378575	1	362	362
378662	379711	1	363	363
379954	380769	1	364	364
381443	382075	2	365	365
382261	382536	1	366	366
382563	382685	1	367	367
382637	384223	2	368	368
384461	385351	1	369	369
385396	386565	1	370	370
386599	388050	1	371	371
388090	389976	1	372	372
390152	390292	2	373	373
390402	391661	1	374	374
391651	392934	1	375	375
392974	393873	2	376	376
393983	394642	1	377	377
394673	395143	1	378	378
395176	396330	1	379	379
396433	397044	2	380	380
397110	398363	2	381	381
398415	401489	2	382	382
401612	402694	2	383	383
402771	403604	2	384	384
403795	405459	1	385	385
405461	406405	1	386	386
406423	407289	1	387	387
407299	408108	1	388	388
408105	409055	1	389	389
409052	410065	1	390	390
410241	411452	1	391	391
411554	412093	1	392	392
412107	412223	1	393	393
412320	413153	2	394	394
413246	414355	2	395	395
414390	414665	2	396	396
414851	415624	2	397	397
415626	416066	2	398	398
416185	417381	2	399	399
417391	418062	2	400	400
418500	418679	2	401	401
418678	419640	1	402	402
419653	420420	1	403	403
420417	421244	1	404	404
421241	422092	1	405	405
422198	423172	2	406	406
423342	423497	2	407	407
424026	426584	1	408	408
426672	427295	1	409	409
427296	428453	2	410	410
428591	428785	1	411	411
428805	430025	1	412	412
430038	431132	1	413	413
431191	431499	2	414	414
431759	431971	1	415	415
431995	433089	2	416	416
433170	433370	1	417	417
433552	433812	1	418	418
433913	435328	1	419	419
435447	435767	1	420	420
435884	436984	1	421	421
437001	437810	2	422	422
437930	438388	1	423	423
438628	439095	1	424	424
439145	439336	1	425	425
439594	440271	1	426	426
440343	440627	1	427	427
440888	441250	1	428	428
441328	442239	2	429	429
442364	443272	1	430	430
443257	443391	1	431	431
443415	444683	2	432	432
444725	447868	2	433	433
447865	449067	2	434	434
449053	449184	1	435	435
449257	449946	1	436	436
450004	451299	1	437	437
451706	453025	1	438	438
453155	454474	1	439	439
454630	456447	1	440	440
456452	457033	2	441	441
457126	458196	1	442	442
458252	459379	1	443	443
459402	459734	1	444	444
459795	461609	1	445	445
461620	462591	1	446	446
462720	463067	1	447	447
463244	464128	2	448	448
464427	464849	2	449	449
464853	464966	2	450	450
465117	465566	1	451	451
465570	466673	1	452	452
466762	467232	1	453	453
467252	467671	1	454	454
467749	468726	1	455	455
468713	469222	1	456	456
469276	470250	2	457	457
470305	472167	2	458	458
472192	473091	2	459	459
473091	473333	2	460	460
473539	474987	1	461	461
475041	475631	2	462	462
475594	476505	2	463	463
476673	477164	1	464	464
477292	478656	2	465	465
478701	478829	1	466	466
479064	479999	1	467	467
480055	480597	2	468	468
480581	480892	2	469	469
481077	481964	2	470	470
481979	482308	2	471	471
482308	482922	2	472	472
482912	484903	2	473	473
484925	485845	2	474	474
486332	487807	2	475	475
487851	488429	2	476	476
488479	488610	2	477	477
488734	489051	1	478	478
489060	489248	1	479	479
489395	490693	1	480	480
490939	491562	1	481	481
491688	492962	1	482	482
493150	495504	1	483	483
495713	495985	1	484	484
496177	498048	1	485	485
498199	498570	1	486	486
498664	499062	1	487	487
499114	499809	2	488	488
499874	501574	2	489	489
501674	502492	1	490	490
502645	503103	1	491	491
503133	504905	1	492	492
504898	506679	1	493	493
506693	506833	2	494	494
506860	507198	1	495	495
507228	508514	1	496	496
508563	509423	2	497	497
509641	510213	1	498	498
510244	510555	2	499	499
510934	511287	1	500	500
511329	512879	2	501	501
513043	513513	2	502	502
513629	514180	2	503	503
514351	514569	2	504	504
514595	514969	2	505	505
515515	518664	2	506	506
518687	519880	2	507	507
520022	520669	1	508	508
520797	524159	1	509	509
524371	524532	2	510	510
524546	525073	2	511	511
525143	525520	1	512	512
525673	526224	1	513	513
526353	528284	1	514	514
528337	528666	1	515	515
528666	529271	1	516	516
529381	531255	1	517	517
531260	531376	1	518	518
531376	532080	1	519	519
532316	533278	1	520	520
533275	534234	2	521	521
534386	535690	1	522	522
535823	537499	2	523	523
537737	538957	2	524	524
539175	540827	1	525	525
540864	541343	2	526	526
541547	542341	2	527	527
542425	542820	1	528	528
542934	545438	2	529	529
545700	546632	1	530	530
546635	547927	1	531	531
548052	548459	1	532	532
548460	548918	2	533	533
548915	549832	2	534	534
549978	550655	1	535	535
550642	551421	1	536	536
551484	552338	2	537	537
552399	553208	2	538	538
553198	553821	2	539	539
553792	554478	1	540	540
554475	556889	1	541	541
557319	561608	1	542	542
561648	562016	1	543	543
562016	562726	1	544	544
563025	563198	1	545	545
563496	563627	2	546	546
563685	564083	2	547	547
564199	565293	2	548	548
565362	566288	2	549	549
566518	567000	1	550	550
567123	567893	1	551	551
567983	569764	1	552	552
569777	570553	1	553	553
570653	571531	1	554	554
571700	573154	1	555	555
573214	574575	1	556	556
574632	575933	1	557	557
575955	577100	1	558	558
577082	577198	2	559	559
577229	578014	2	560	560
578025	579260	2	561	561
579282	580331	2	562	562
580648	582315	1	563	563
582325	583584	1	564	564
583595	584410	1	565	565
584407	585300	1	566	566
585495	586562	2	567	567
586559	587068	2	568	568
587186	587908	2	569	569
587911	588405	2	570	570
588579	589964	1	571	571
590000	590521	2	572	572
590629	590841	2	573	573
590843	591709	2	574	574
592190	592732	1	575	575
592952	593644	1	576	576
593675	596284	1	577	577
596263	596379	1	578	578
596336	597304	1	579	579
597633	597830	1	580	580
597833	598465	2	581	581
598708	598781	1	582	582
598830	599591	2	583	583
599774	600664	2	584	584
600665	603637	2	585	585
603624	605861	2	586	586
606130	607266	2	587	587
607370	607681	2	588	588
607796	608005	2	589	589
608044	612906	2	590	590
612926	613387	2	591	591
613415	615316	2	592	592
616053	617501	2	593	593
617491	618174	2	594	594
618221	618376	1	595	595
618331	619713	1	596	596
619737	620069	1	597	597
620085	621308	1	598	598
621320	624463	1	599	599
624565	625941	1	600	600
626009	627256	2	601	601
627364	628017	2	602	602
628111	628479	2	603	603
628544	628744	2	604	604
628858	629976	2	605	605
630418	630570	1	606	606
630763	631875	2	607	607
631952	632104	2	608	608
632616	633728	2	609	609
633894	634514	2	610	610
634689	636929	2	611	611
636922	637197	1	612	612
637172	638374	1	613	613
638377	638595	1	614	614
638592	642473	1	615	615
642689	643822	1	616	616
643819	644634	2	617	617
644631	645623	2	618	618
645620	646624	2	619	619
646735	647985	1	620	620
647989	648945	2	621	621
649320	650495	1	622	622
650505	652115	1	623	623
652129	652986	1	624	624
652986	653732	1	625	625
653735	654148	1	626	626
654329	656434	1	627	627
656616	656813	1	628	628
656823	657911	2	629	629
658020	659180	1	630	630
659181	659798	2	631	631
659783	661003	2	632	632
661150	662052	2	633	633
662261	663007	2	634	634
663379	663942	1	635	635
664041	665636	1	636	636
665757	666185	2	637	637
666406	667644	1	638	638
667648	667776	2	639	639
667875	668285	2	640	640
668515	669321	2	641	641
669435	670898	2	642	642
670949	671821	2	643	643
671802	672353	2	644	644
672357	673889	2	645	645
673900	674808	2	646	646
674805	675101	2	647	647
675116	676174	2	648	648
676554	678212	1	649	649
678181	678861	1	650	650
678902	680287	2	651	651
680426	680566	2	652	652
680876	681436	1	653	653
681611	681820	1	654	654
681874	682257	2	655	655
682350	683138	1	656	656
683267	683470	1	657	657
683571	684536	2	658	658
684635	684748	2	659	659
684745	685698	2	660	660
685957	686598	2	661	661
686699	686962	2	662	662
687073	688356	2	663	663
688321	688446	1	664	664
688423	689511	2	665	665
689522	690634	2	666	666
690637	692538	2	667	667
692569	693036	2	668	668
693040	693357	2	669	669
693617	694228	2	670	670
694252	694893	2	671	671
694895	695926	2	672	672
695926	696507	2	673	673
696522	699104	2	674	674
699339	699821	1	675	675
699891	700868	2	676	676
700858	700998	1	677	677
701032	701739	1	678	678
701736	703163	1	679	679
703173	703727	2	680	680
703828	704535	1	681	681
704532	705983	1	682	682
705949	706086	1	683	683
706043	707713	2	684	684
707797	708732	2	685	685
708850	709575	2	686	686
709575	710249	2	687	687
710249	710989	2	688	688
711159	712067	2	689	689
712202	712324	1	690	690
712522	713598	1	691	691
713613	714398	1	692	692
714476	716014	2	693	693
716039	716917	2	694	694
717007	717474	2	695	695
717471	718511	2	696	696
718664	720088	2	697	697
720234	721409	1	698	698
721566	721637	2	699	699
721678	721749	2	700	700
721801	721874	2	701	701
721893	721964	2	702	702
722002	722073	2	703	703
722100	722181	2	704	704
722193	722266	2	705	705
722647	724311	2	706	706
724280	724444	1	707	707
724568	725320	2	708	708
725368	726588	2	709	709
726597	727745	2	710	710
727805	728605	2	711	711
728654	728779	2	712	712
728938	730884	1	713	713
730854	730976	2	714	714
731087	732751	1	715	715
732754	732939	2	716	716
733197	734603	1	717	717
734653	734979	1	718	718
735063	735509	2	719	719
735798	736328	2	720	720
736468	736761	2	721	721
736901	737665	2	722	722
737850	738395	1	723	723
738421	740061	1	724	724
740117	741436	2	725	725
741433	743640	2	726	726
744165	744299	1	727	727
744321	744998	2	728	728
744995	747679	2	729	729
747672	748244	2	730	730
748253	750301	2	731	731
750324	751997	2	732	732
751997	752200	2	733	733
752399	752605	1	734	734
752848	757041	1	735	735
757485	758918	1	736	736
758915	759484	1	737	737
759710	759964	1	738	738
760183	760851	1	739	739
760999	761508	1	740	740
761505	762923	1	741	741
762965	764446	2	742	742
764717	765460	1	743	743
765483	766139	1	744	744
766133	767065	1	745	745
767055	767789	1	746	746
767825	768616	1	747	747
768613	769659	2	748	748
769811	770362	2	749	749
770496	770999	2	750	750
771222	771470	2	751	751
771530	772096	2	752	752
772168	772296	2	753	753
772486	773769	2	754	754
773757	773942	1	755	755
774580	774867	1	756	756
774861	775208	1	757	757
775208	776974	1	758	758
776990	777706	1	759	759
777907	780708	1	760	760
780723	781940	1	761	761
782034	783200	1	762	762
783200	784069	1	763	763
784173	784895	2	764	764
785064	786980	1	765	765
786998	789631	1	766	766
789656	789883	1	767	767
790478	792046	1	768	768
792062	793201	1	769	769
793216	793329	1	770	770
793329	793622	1	771	771
793772	794176	1	772	772
794182	794865	1	773	773
794869	795297	1	774	774
795362	796627	1	775	775
796760	798052	1	776	776
798087	798608	1	777	777
798618	799409	1	778	778
799574	799646	1	779	779
799685	799757	1	780	780
799763	799835	1	781	781
799988	800060	1	782	782
800067	800139	1	783	783
800289	800361	1	784	784
800398	800470	1	785	785
800887	801921	1	786	786
801959	802678	1	787	787
802675	803616	2	788	788
803730	804110	2	789	789
804426	805478	1	790	790
805636	806388	2	791	791
806593	807633	2	792	792
807627	808775	2	793	793
808779	809825	2	794	794
809835	810851	2	795	795
811112	812596	2	796	796
812652	813440	2	797	797
813569	813718	1	798	798
813885	814658	1	799	799
814658	815347	1	800	800
815350	816408	1	801	801
816409	817329	2	802	802
817382	818377	1	803	803
818418	819371	2	804	804
819341	819469	1	805	805
819609	820607	1	806	806
820683	822116	1	807	807
822299	824560	1	808	808
824794	826077	2	809	809
826212	827282	2	810	810
827530	827700	1	811	811
827987	828109	1	812	812
828381	828530	1	813	813
829061	829276	2	814	814
829353	829466	2	815	815
829696	830376	2	816	816
830373	831158	2	817	817
831164	831460	2	818	818
831536	831742	2	819	819
832340	833092	2	820	820
833135	833365	1	821	821
833435	833974	1	822	822
833971	834990	1	823	823
834987	835688	1	824	824
835685	835987	1	825	825
836055	836276	1	826	826
836233	837027	1	827	827
837955	838206	1	828	828
838401	838856	1	829	829
838856	839026	1	830	830
839019	839309	1	831	831
839440	839667	1	832	832
839667	839804	1	833	833
839890	840273	1	834	834
840462	841544	2	835	835
842133	842348	1	836	836
842348	842845	1	837	837
842842	843279	1	838	838
843484	844005	1	839	839
844822	844995	2	840	840
845161	845304	1	841	841
845444	845989	1	842	842
846144	847625	1	843	843
847670	847888	1	844	844
847885	848091	1	845	845
848088	849689	1	846	846
849670	850989	1	847	847
850999	851331	1	848	848
851387	852412	1	849	849
852454	852849	1	850	850
852861	853214	1	851	851
853226	853804	1	852	852
853801	854196	1	853	853
854204	854944	1	854	854
854960	855382	1	855	855
855364	855798	1	856	856
855791	858352	1	857	857
858349	858678	1	858	858
858678	859376	1	859	859
859526	860125	1	860	860
860122	860694	1	861	861
860755	864252	1	862	862
864323	864922	1	863	863
864923	865096	2	864	864
865484	866221	2	865	865
866257	866391	1	866	866
866352	868061	1	867	867
868061	868645	1	868	868
868719	870050	2	869	869
870796	871272	2	870	870
871331	872563	2	871	871
872707	873747	1	872	872
873744	874898	1	873	873
874885	875640	1	874	874
875633	876310	1	875	875
876889	878910	1	876	876
879102	880010	2	877	877
880407	881396	1	878	878
881418	881930	1	879	879
881933	882418	1	880	880
882411	882656	1	881	881
882658	883110	1	882	882
883247	883951	1	883	883
884444	884800	1	884	884
884870	885583	1	885	885
885619	886575	2	886	886
886575	887816	2	887	887
887813	888574	2	888	888
888707	889117	1	889	889
889079	890185	2	890	890
890196	891329	2	891	891
891322	893058	2	892	892
893051	894046	2	893	893
894049	894720	2	894	894
894949	896313	1	895	895
896545	896994	2	896	896
897012	899297	1	897	897
899325	900287	1	898	898
900428	901513	1	899	899
901742	902002	2	900	900
902267	902533	2	901	901
902607	903284	2	902	902
903326	905608	2	903	903
905873	906133	2	904	904
906409	907335	1	905	905
907332	909557	2	906	906
909674	910396	2	907	907
910393	911052	2	908	908
911191	911937	2	909	909
912341	912844	2	910	910
913143	914030	2	911	911
914383	914898	1	912	912
914947	916530	2	913	913
916802	916930	2	914	914
917116	917583	1	915	915
917580	918698	1	916	916
918757	919671	2	917	917
919896	921488	1	918	918
921767	922747	1	919	919
923003	924268	2	920	920
924420	925235	2	921	921
925381	927813	2	922	922
927819	928718	2	923	923
928849	929511	1	924	924
929599	930348	2	925	925
930348	931583	2	926	926
931787	932752	1	927	927
932739	934610	1	928	928
934630	936168	1	929	929
936186	937106	1	930	930
937109	938020	1	931	931
938120	940546	1	932	932
940656	941882	1	933	933
941929	943254	2	934	934
943467	943850	1	935	935
943961	945076	1	936	936
945073	945699	2	937	937
945937	947148	1	938	938
947195	947953	2	939	939
948011	948607	2	940	940
948892	950124	1	941	941
950165	950443	2	942	942
950535	951350	2	943	943
951350	952558	2	944	944
952642	953178	1	945	945
953353	955038	2	946	946
955308	955685	1	947	947
955715	955972	2	948	948
956132	956419	1	949	949
956403	957125	1	950	950
957186	958088	1	951	951
958176	958652	1	952	952
958609	958731	1	953	953
959004	960116	1	954	954
960211	961344	1	955	955
961354	962307	1	956	956
962304	963149	1	957	957
963209	963697	1	958	958
963738	964865	1	959	959
965040	965771	2	960	960
966063	966731	2	961	961
966731	967447	2	962	962
967454	968185	2	963	963
968203	968931	2	964	964
969149	969664	2	965	965
969790	970113	1	966	966
970110	970940	1	967	967
970937	971986	2	968	968
972049	973479	2	969	969
973490	974491	2	970	970
974528	976246	2	971	971
976379	977347	2	972	972
977359	979011	2	973	973
979155	980054	2	974	974
980549	981244	2	975	975
981670	983328	1	976	976
983325	984317	2	977	977
984432	985547	1	978	978
985544	987490	1	979	979
987563	987787	2	980	980
988110	988430	1	981	981
988461	990737	1	982	982
991084	991168	2	983	983
991422	991640	2	984	984
991925	992629	2	985	985
992671	994392	2	986	986
994393	996159	2	987	987
996282	997247	2	988	988
997316	997429	1	989	989
997792	998286	1	990	990
998421	1002488	1	991	991
1002643	1003254	1	992	992
1003265	1004608	1	993	993
1004699	1005991	1	994	994
1006230	1008674	1	995	995
1008685	1009302	1	996	996
1009304	1010167	1	997	997
1010203	1010829	2	998	998
1010999	1011112	2	999	999
1011254	1012291	1	1000	1000
1012501	1013931	1	1001	1001
1013932	1014840	2	1002	1002
1014940	1015530	1	1003	1003
1015612	1016352	2	1004	1004
1016544	1018826	2	1005	1005
1018881	1019738	2	1006	1006
1020143	1021936	2	1007	1007
1022033	1022725	1	1008	1008
1022924	1024012	1	1009	1009
1024083	1025366	1	1010	1010
1025535	1026299	1	1011	1011
1026472	1027155	1	1012	1012
1027266	1028939	1	1013	1013
1029099	1029383	1	1014	1014
1029590	1031854	1	1015	1015
1031891	1033639	1	1016	1016
1033636	1034622	1	1017	1017
1034659	1035891	1	1018	1018
1035943	1036125	1	1019	1019
1036122	1036868	1	1020	1020
1037022	1037915	1	1021	1021
1037892	1038671	2	1022	1022
1038807	1039592	1	1023	1023
1039589	1040911	1	1024	1024
1040892	1041596	1	1025	1025
1041596	1046056	1	1026	1026
1046317	1048164	1	1027	1027
1048345	1048893	1	1028	1028
1048920	1049567	1	1029	1029
1049809	1050789	2	1030	1030
1051068	1052258	2	1031	1031
1052443	1053531	2	1032	1032
1053864	1054010	1	1033	1033
1054133	1055533	2	1034	1034
1055702	1056904	2	1035	1035
1057012	1057134	1	1036	1036
1057170	1059782	1	1037	1037
1059798	1059914	1	1038	1038
1059989	1060756	2	1039	1039
1060753	1061544	2	1040	1040
1061555	1062700	2	1041	1041
1062697	1063656	2	1042	1042
1063649	1064224	2	1043	1043
1064580	1065122	1	1044	1044
1065232	1065906	1	1045	1045
1065976	1068531	1	1046	1046
1068522	1069592	1	1047	1047
1069694	1070146	1	1048	1048
1070157	1070669	1	1049	1049
1070683	1071372	1	1050	1050
1071483	1072493	1	1051	1051
1072667	1073209	1	1052	1052
1073206	1074315	2	1053	1053
1074559	1076667	1	1054	1054
1076678	1078585	1	1055	1055
1078715	1079968	1	1056	1056
1079973	1081613	1	1057	1057
1081625	1082173	1	1058	1058
1082666	1083184	2	1059	1059
1083253	1085013	2	1060	1060
1085199	1085651	1	1061	1061
1085727	1086791	2	1062	1062
1087124	1087633	2	1063	1063
1087852	1088481	1	1064	1064
1088444	1090606	2	1065	1065
1090616	1091062	2	1066	1066
1091185	1093239	1	1067	1067
1093271	1093729	2	1068	1068
1093825	1094487	2	1069	1069
1094527	1094685	2	1070	1070
1094660	1095073	1	1071	1071
1095118	1095435	2	1072	1072
1095493	1096683	2	1073	1073
1096778	1097056	1	1074	1074
1097053	1097382	2	1075	1075
1097473	1098132	2	1076	1076
1098342	1098426	2	1077	1077
1098853	1099971	1	1078	1078
1099968	1101761	1	1079	1079
1101780	1102487	1	1080	1080
1102484	1103071	1	1081	1081
1103068	1103466	1	1082	1082
1103463	1104320	1	1083	1083
1104454	1105998	1	1084	1084
1106010	1107146	1	1085	1085
1107331	1108629	1	1086	1086
1108744	1110924	2	1087	1087
1110944	1111390	2	1088	1088
1111378	1112517	2	1089	1089
1112563	1114659	2	1090	1090
1114659	1115405	2	1091	1091
1115402	1116046	2	1092	1092
1116153	1116458	2	1093	1093
1116900	1117112	2	1094	1094
1117398	1117610	1	1095	1095
1117690	1117809	1	1096	1096
1118004	1118177	1	1097	1097
1118226	1119299	2	1098	1098
1119371	1122085	2	1099	1099
1122198	1123226	1	1100	1100
1123199	1123891	2	1101	1101
1124021	1125193	1	1102	1102
1125193	1127739	1	1103	1103
1127736	1128335	1	1104	1104
1128428	1128733	2	1105	1105
1128733	1129653	2	1106	1106
1129986	1131173	1	1107	1107
1131325	1131441	1	1108	1108
1131462	1132703	1	1109	1109
1132741	1132968	2	1110	1110
1132989	1133534	2	1111	1111
1133564	1134874	2	1112	1112
1134927	1135055	2	1113	1113
1135257	1135508	2	1114	1114
1135770	1135892	1	1115	1115
1135873	1136226	2	1116	1116
1136262	1136474	2	1117	1117
1136434	1137060	2	1118	1118
1137057	1137413	2	1119	1119
1137544	1138182	2	1120	1120
1138538	1139434	2	1121	1121
1139437	1139571	2	1122	1122
