feature_id baseMean log2FoldChange lfcSE stat pvalue padj
FBgn0031049 461.362140739747 0.78064951205938 0.172874663359108 4.51569649878511 6.31089960590774e-06 0.000144780637654746
FBgn0261258 1991.04268903018 0.601454445865601 0.133196378220427 4.51554654789676 6.31536721283821e-06 0.000144780637654746
FBgn0028490 8218.84424590112 -0.461371587838501 0.102458089337893 -4.50302744097596 6.69922298483565e-06 0.000153171034325282
FBgn0036560 18.8949531546659 2.26568711984907 0.504268192906556 4.4930200867714 7.02201584210836e-06 0.000159277152990045
FBgn0038256 1075.9418486705 -0.644009116856175 0.143325410065825 -4.49333524711634 7.01162709955335e-06 0.000159277152990045
FBgn0259110 654.094657304462 -0.540596159790135 0.120317512395358 -4.49307959437992 7.02005314486302e-06 0.000159277152990045
FBgn0011710 2572.23140882518 0.396474599168182 0.0883841894936382 4.48580907331531 7.26377658569205e-06 0.000163893738015062
FBgn0041604 322.123986326603 0.599749427969957 0.133693123785048 4.48601551815213 7.25674584093215e-06 0.000163893738015062
FBgn0011674 111.520443859423 0.896389997184128 0.200128371265102 4.47907506325886 7.49671698999299e-06 0.000168705646908661
FBgn0261546 28.1213312285079 -1.86830159194686 0.417320036669154 -4.47690364176792 7.57334101314879e-06 0.000169983837295125
FBgn0013548 806.918095641147 -0.52496108996421 0.117385153547088 -4.47212508653084 7.74461013896954e-06 0.000173374118359073
FBgn0025836 93.7244693947194 -1.04248334415312 0.233194342213307 -4.47044870067876 7.80556651030911e-06 0.000174283664737996
FBgn0063667 13.0521699727757 2.7348679161864 0.612822995863358 4.46273709480085 8.09193131972018e-06 0.00018020836139034
FBgn0259714 117.021360483194 -1.03799795689809 0.232671699030406 -4.46121277844988 8.14971213953927e-06 0.000181024953068419
FBgn0033446 81.54457073364 -1.09313306982984 0.245154717593849 -4.45895180218742 8.23614370116815e-06 0.000182001794056226
FBgn0039494 2210.152648647 -0.446780410718821 0.100197024173806 -4.45901876231192 8.23357143743359e-06 0.000182001794056226
FBgn0036641 223.181581253327 0.715522826189912 0.160520897586838 4.45750576371424 8.29188083716895e-06 0.000182762432642382
FBgn0034694 413.585542572187 -0.604628101393344 0.13567012405751 -4.45660461795588 8.32679739300922e-06 0.000183061438070926
FBgn0050035 1302.79437986295 0.516505207975033 0.11597811261598 4.45347140356781 8.44929659488359e-06 0.000185279460369647
FBgn0000447 619.766706055603 0.53301320637735 0.119707591860379 4.45262658862129 8.48261998014613e-06 0.000185535672729012
FBgn0052813 166.037221501983 -0.784445213223126 0.176518159565856 -4.44399157090953 8.83050655827384e-06 0.000192653341553791
FBgn0020618 28109.8343977896 -0.46186869079517 0.104070496578032 -4.43803677297593 9.07831119975607e-06 0.000197556954890123
FBgn0027590 463.777534652198 -0.563372347208224 0.127237628938547 -4.42771805721341 9.52352747148551e-06 0.000206720821621561
FBgn0086358 1451.97565806971 -0.475925081381959 0.107604820691713 -4.42289739737109 9.73859966896176e-06 0.000210855438287066
FBgn0029608 636.633882285053 -0.574729228542343 0.130107698710527 -4.41733451777549 9.99255196924361e-06 0.000215808918348349
FBgn0030362 6606.64902683321 -0.445241167793735 0.100809652650466 -4.41665213684949 1.00241355472807e-05 0.000215947080860263
FBgn0011606 1771.58624065703 0.443478468408247 0.100534940584501 4.41118745214253 1.02805268115003e-05 0.000220363092204509
FBgn0015795 2076.27914392413 -0.45069434161968 0.102169022919077 -4.41126212958554 1.02769812734292e-05 0.000220363092204509
FBgn0010314 348.224759067429 0.644188790942827 0.14643155775551 4.39924836433412 1.08626451844834e-05 0.000231319838899153
FBgn0031012 939.449216641772 -0.476170075295396 0.108243866204165 -4.39904903615754 1.08726259711172e-05 0.000231319838899153
FBgn0036752 5872.33130120224 0.500443298652579 0.113737665616503 4.39997863451812 1.08261536813435e-05 0.000231319838899153
FBgn0260960 3027.83358666404 -0.408047329616413 0.0928298591571649 -4.3956474061387 1.10443085140733e-05 0.000234390844553625
FBgn0027843 742.967799266255 0.581635916316456 0.132452643324252 4.39127450927933 1.12688161861966e-05 0.000237977413744949
FBgn0051856 84.5645461400569 0.982712089001824 0.223769350305842 4.39162954023274 1.12504273535701e-05 0.000237977413744949
FBgn0000490 200.715975283772 0.841426185214822 0.191920546480652 4.38424233696962 1.16390151079495e-05 0.000245191438662307
FBgn0032420 134.444329101216 0.822735427088963 0.18769604697687 4.38333912908858 1.16873960844314e-05 0.00024560719124489
FBgn0261545 1657.61260390709 -0.548833240563808 0.125588041692909 -4.37010748129849 1.24185395637528e-05 0.000260333883177547
FBgn0031992 190.447729173428 0.739253677515499 0.169511297208174 4.36108796104387 1.29417322548813e-05 0.000270640030130128
FBgn0051361 1344.45405958203 0.609067283182905 0.139687731680238 4.36020598127496 1.29940069610652e-05 0.000271072057625725
FBgn0052311 1440.00480646853 -0.593426036586211 0.136232652195467 -4.35597506928635 1.32475855225279e-05 0.000275691257937268
FBgn0039651 74.2294603344455 1.07195572448916 0.246174311864261 4.35445809260647 1.33396495717854e-05 0.000276935001037502
FBgn0033448 826.343991878059 -0.565405238401743 0.130000204556146 -4.34926422102319 1.36595056033885e-05 0.000282890340684669
FBgn0003507 5589.51714361942 -0.435377544429996 0.100124078247097 -4.34838005055612 1.37146793593932e-05 0.000283348580307078
FBgn0031268 126.218128901652 0.857770754686861 0.197429995450514 4.34468304945012 1.39476897660591e-05 0.000287469932822573
FBgn0011592 505.152204823185 0.534453445975935 0.123105017839487 4.34144322754409 1.41549855468128e-05 0.000290702372159518
FBgn0050085 2469.11533768569 -0.435164646688823 0.100241232480625 -4.34117414481045 1.41723339821179e-05 0.000290702372159518
FBgn0029002 1587.74346320704 1.42278919730896 0.327819175497065 4.34016465068467 1.42375995034303e-05 0.000291344100578547
FBgn0046763 2202.91377271912 -0.41520770264222 0.0957658247022418 -4.33565631511238 1.45325857248989e-05 0.000296672357155435
FBgn0032899 1098.88104702425 -0.561637064736425 0.129631485182706 -4.33256676759385 1.47380946569977e-05 0.000300153025152252
FBgn0035173 518.570938704737 0.531538409089264 0.122700256940623 4.33200730253145 1.47756039892647e-05 0.00030020385925108
FBgn0031688 30.8038354303719 1.66162067133768 0.385012011984733 4.31576319598977 1.59052415302488e-05 0.000322391349598945
FBgn0002609 43.2551136137613 -1.46435988193106 0.33945625787157 -4.31383970091689 1.60443299762728e-05 0.000324443597208874
FBgn0038815 174.77530110928 0.726777545194375 0.168569040651267 4.31145329169858 1.62185037146313e-05 0.000327194001998232
FBgn0032436 17.2796257212951 2.32844786350836 0.54024389760313 4.30999382656399 1.63259103526402e-05 0.000328587688646802
FBgn0032156 1439.18987373183 -0.40699434014867 0.0945061868533097 -4.30653646814041 1.6583060076371e-05 0.000332981632540526
FBgn0028434 83.6654680040866 1.02287299910632 0.237595284869469 4.30510647409635 1.66905440451156e-05 0.00033435683327762
FBgn0034398 4836.23020304405 -0.415171861618442 0.0965582247500201 -4.29970479152119 1.7102577221935e-05 0.000341812347554477
FBgn0028331 4474.72307399709 -0.41103074041772 0.0957574590636627 -4.29241486184855 1.76740327931631e-05 0.000352411993415303
FBgn0028397 353.984325941036 -0.710748904533797 0.165629063329844 -4.29120886301438 1.77703073292757e-05 0.00035350954765942
FBgn0250829 76.2545590006507 1.20066052287917 0.280007422422438 4.28795962796934 1.80321856465631e-05 0.000357888795679703
FBgn0052687 327.240150922704 -0.572335385816476 0.133626445829799 -4.28309966835055 1.84307560851124e-05 0.000364954509639155
FBgn0029664 606.393048299637 0.546281644112195 0.12762074744387 4.28050810744907 1.86467093779987e-05 0.000368157812443805
FBgn0034793 522.59188026946 0.573951031709573 0.134096630773109 4.28013014496013 1.86784054598851e-05 0.000368157812443805
FBgn0030662 712.541822729235 0.496713264726148 0.11621736649577 4.27400206787706 1.91995253007581e-05 0.000377561307175918
FBgn0042094 112.9810943986 -0.87402019321538 0.20457043937427 -4.27246573790813 1.93323265101132e-05 0.000379302900452427
FBgn0034886 6067.45936530059 -0.410871795706072 0.0961984233990682 -4.27108658529274 1.94522859936534e-05 0.000380785160067545
FBgn0032105 572.33297313637 0.494693133410623 0.115953943210752 4.26628987089721 1.98750513464955e-05 0.000388174693040666
FBgn0036746 1210.60441672177 -0.532494777264614 0.124935347571563 -4.26216269146408 2.02457956960088e-05 0.000394516937039954
FBgn0027525 3310.70617509653 -0.398536739130122 0.0935993270419503 -4.25790175768573 2.06354590740456e-05 0.000401198245126683
FBgn0030052 7009.31288090188 -0.396714040433419 0.0932003484876243 -4.2565725007573 2.07584741066857e-05 0.000402676825770868
FBgn0026179 467.032937383014 0.647713607933675 0.152243082209696 4.25446988153807 2.09544861039109e-05 0.000405561543690591
FBgn0022382 608.07846008881 -0.505363589723348 0.118823289009365 -4.25306851827271 2.10861022793301e-05 0.00040718973185355
FBgn0015522 136.156861252957 -0.887716415923519 0.208867886115512 -4.25013357693761 2.1364306949144e-05 0.000411634983779687
FBgn0053556 220.85352374391 0.98530847239571 0.231914405826804 4.24858675287101 2.15123338233672e-05 0.000413557735877915
FBgn0035710 17.3496883088748 2.32562995591011 0.547783417842976 4.24552821454109 2.18079063793615e-05 0.000418301989477954
FBgn0031637 1236.00380671021 -0.413390260547769 0.0976112344798562 -4.23506846061945 2.28482085994969e-05 0.000437177059591553
FBgn0085388 1944.99807595393 0.390607735435161 0.0922415237384134 4.2346192864602 2.28939234612325e-05 0.000437177059591553
FBgn0051637 2676.28960517636 -0.433543655891406 0.102473532168727 -4.23078668916731 2.32875430706059e-05 0.000443705320638611
FBgn0013770 30576.6627341866 -0.34803154749994 0.0822986932203739 -4.22888303424217 2.34854399255565e-05 0.000446483729316455
FBgn0033926 6313.26146864303 0.512167021933511 0.121184778898961 4.22633128175724 2.37532218712786e-05 0.000450575496292794
FBgn0051116 169.466384010971 0.710570627257736 0.168174487228095 4.22519871455883 2.3873002516003e-05 0.00045184795490554
FBgn0001206 593.01149203773 0.482099543144112 0.114440251202171 4.21267463221862 2.52364464007338e-05 0.000476601963523991
FBgn0034225 49.100787811625 -1.31403008377405 0.312173888889452 -4.20928889488056 2.56175667484611e-05 0.000482736301761111
FBgn0039026 2842.74878464017 -0.427609005146491 0.101602303381546 -4.20865463591601 2.56895691791516e-05 0.00048303150469747
FBgn0020376 40.8130277420041 -1.4885723606784 0.353790735410157 -4.20749389876665 2.58218372761147e-05 0.000483858258960093
FBgn0050269 152.251818691532 -0.800555959201909 0.190278794160872 -4.20727891792858 2.58464057153864e-05 0.000483858258960093
FBgn0000392 1080.22501007295 0.45517338434619 0.108268027480845 4.20413482111991 2.62082694106054e-05 0.000488499352014198
FBgn0033268 82.4199973403511 0.981403425160928 0.233420491073704 4.20444417988583 2.61724517691912e-05 0.000488499352014198
FBgn0010228 1328.21451953545 0.488154057693599 0.116344254566532 4.19577279094985 2.71942759022335e-05 0.000505778137930043
FBgn0031538 217.038833841137 0.665680556864971 0.158922631072794 4.18870838200544 2.80546630471837e-05 0.000520650824602929
FBgn0000286 484.866177021058 -0.544420202564346 0.130100827819605 -4.18460214042009 2.85665981337741e-05 0.000529006506261295
FBgn0001977 724.065111363263 0.483339732477933 0.115689464255973 4.17790622150779 2.94204903349634e-05 0.000543645008905121
FBgn0030993 3629.4464843265 -0.441157308233145 0.105659273322144 -4.17528243723676 2.97616571256666e-05 0.000548766555259065
FBgn0033128 451.051713476414 -0.547797348740424 0.131390023400501 -4.16924614641887 3.05608794620229e-05 0.000562293949586662
FBgn0038912 570.630389020472 -0.525618881996848 0.12639975152984 -4.15838540531278 3.20504947134297e-05 0.00058843884726541
FBgn0037705 363.856206168614 -0.66191671183615 0.159466435452927 -4.15082151899948 3.31284034898073e-05 0.000606929340858136
FBgn0035390 1125.63295069868 0.428551321315969 0.103464675464824 4.14200614258601 3.44281120374891e-05 0.00062939580513738
FBgn0036449 1576.91824428514 0.411973953711166 0.0994888649692295 4.14090515394446 3.45937991456351e-05 0.000631079221009947
FBgn0026189 11465.3213087388 0.40969764857513 0.0990541797328071 4.13609652495498 3.53263642042147e-05 0.000643074833730227
FBgn0051150 8827.94566862173 -0.37433956624217 0.0905594676749026 -4.13363258258102 3.57074153078552e-05 0.000648634277223624
FBgn0039060 87.5491047351412 -0.984397702266238 0.238254299168044 -4.13171013368337 3.60074311393878e-05 0.000652701299342729
FBgn0034501 2693.31759036273 -0.504037192997497 0.122159986694939 -4.12604164943298 3.69060458617474e-05 0.000667578981473887
FBgn0036688 375.067278368057 0.580347337944525 0.141218098040506 4.10958188785449 3.96376140438136e-05 0.000715479795392964
FBgn0029092 7835.23749032093 -0.464662563343403 0.113137447474854 -4.10706245999302 4.00722895105088e-05 0.000720457646087728
FBgn0052677 46.1447404602111 1.20582388274919 0.293601422032324 4.10700968136467 4.00814435717105e-05 0.000720457646087728
FBgn0023507 907.090724347959 -0.476110961471211 0.116076914804808 -4.10168518237952 4.10152065376443e-05 0.000735699541535068
FBgn0039467 5447.81662087217 -0.42654950430961 0.104036469262661 -4.09999981095765 4.13150475735742e-05 0.000739530726296087
FBgn0051462 90.4142083486468 1.20372153138057 0.293666664936579 4.09893826948499 4.15049705899014e-05 0.000741382537162114
FBgn0000256 2184.38418658361 -0.471166912753763 0.114968898132355 -4.09821195477878 4.16353943313474e-05 0.000742166051968759
FBgn0032881 222.523276146427 0.659434990484674 0.16113674054912 4.09239375351307 4.26942879330865e-05 0.000759462291988141
FBgn0052021 505.982321396685 0.507338374091842 0.124136049512483 4.08695440272428 4.37072978277937e-05 0.000775872404918226
FBgn0015801 819.788105512348 -0.439240536616321 0.107521088870208 -4.08515707227017 4.40470097789362e-05 0.000780287317860742
FBgn0015288 7085.88212031498 -0.450132297289709 0.110252506642874 -4.08273980334762 4.45078465754189e-05 0.000786825312448746
FBgn0034804 39.021954820101 -1.47570784249438 0.363770660227172 -4.05669836476866 4.97712926885508e-05 0.000878063916690606
FBgn0035091 425.539502728498 0.522124017024516 0.128803883134565 4.05363568487325 5.04277290529252e-05 0.000887817964886614
FBgn0003041 1619.16334558459 0.423252903489804 0.104482206819728 4.05095677410488 5.10086308583748e-05 0.00089620492004038
FBgn0001297 11081.3855054969 -0.409604049724112 0.10117441438082 -4.04849439683796 5.15481680336178e-05 0.000903832295951409
FBgn0032078 4734.16453407989 0.384535735182209 0.0949981834465813 4.04782198175861 5.16964399233092e-05 0.000904582195719291
FBgn0038290 977.768405392191 -0.429243429732036 0.106145548150424 -4.04391363756241 5.25662889165524e-05 0.000917929452485785
FBgn0010300 4906.90670136658 -0.403774712440179 0.099914460981668 -4.0412039305728 5.31774885541461e-05 0.000926715013949692
FBgn0020386 2963.03316188149 -0.401154401406438 0.0997229880435262 -4.02268733896487 5.75378556130187e-05 0.00100066850715218
FBgn0035312 220.538082549898 -0.623146584363523 0.15496820512185 -4.02112539067963 5.79207615206847e-05 0.0010052886827497
FBgn0037222 305.551094094537 -0.627975327355461 0.156656470259021 -4.00861404777694 6.10761410027564e-05 0.00105791279385381
FBgn0039061 1055.81333064834 -0.460397288617356 0.114911807381401 -4.00652725867639 6.16180170265056e-05 0.00106514693142189
FBgn0033402 1106.65502625063 -0.417137268740495 0.104148200651425 -4.00522780164602 6.19577430158325e-05 0.00106886456462324
FBgn0020391 222.122323227176 0.616986210487485 0.154372551810515 3.9967351919194 6.422207299381e-05 0.00110570291937535
FBgn0031245 193.077517239272 0.6751409160277 0.169122082270315 3.99203289697316 6.55092821544232e-05 0.00112560437914233
FBgn0032400 436.292701476665 -0.777129979162437 0.195110810143603 -3.98301856565744 6.80454375864916e-05 0.00116684316373316
FBgn0038049 726.189485957434 0.46295456003987 0.116373020853817 3.97819491702817 6.94404368991957e-05 0.00118838783627486
FBgn0010786 3595.62892876474 0.411639210814786 0.103699863760387 3.969525087959 7.20160244092006e-05 0.00123001074359459
FBgn0014029 3417.19797362537 0.409939028091147 0.103441272484463 3.96301223143519 7.40099883184667e-05 0.00126155395594937
FBgn0034378 746.214461041886 -0.500532185183956 0.126341123303099 -3.9617518991275 7.44018307447013e-05 0.00126571685874022
FBgn0052529 10167.3917264557 -0.388021341968433 0.0980274367913316 -3.95829325614627 7.5487241125443e-05 0.00128163882259317
FBgn0032601 253.029009350438 -0.862456532508109 0.218131082077613 -3.95384520304739 7.69051747584702e-05 0.00130313234857534
FBgn0030672 6023.69248588233 -0.395982881754247 0.100216623010644 -3.95126945868242 7.77377362532971e-05 0.00131464171723031
FBgn0030863 1626.5096663503 0.397921457115787 0.10075573779692 3.94936770665929 7.83579030895889e-05 0.0013225209863979
FBgn0034894 556.999511179039 -0.522936707173404 0.13254859970555 -3.94524505226823 7.97184103983228e-05 0.00134284017830102
FBgn0033363 70.2294434729282 -1.00805516763023 0.255846460935017 -3.94007860787362 8.14549139927687e-05 0.00136940084818431
FBgn0050185 444.184531651412 0.487410680730027 0.123887471664192 3.9343016221301 8.34389499645113e-05 0.001400010874747
FBgn0086687 8483.02344910297 -0.32302283460701 0.0821163195848275 -3.93372275133838 8.3640254221676e-05 0.00140064753847002
FBgn0260992 928.399944686644 -0.451018291603004 0.114854431033719 -3.92686888562961 8.60588628396622e-05 0.00143834052629096
FBgn0025383 83.2258303870946 -0.924609266013205 0.235540549278566 -3.92547809218064 8.65576480912042e-05 0.0014438624022062
FBgn0031148 2739.11471376043 0.483727469608263 0.123479029512923 3.91748681145602 8.94769394798248e-05 0.00148966073611654
FBgn0003890 1642.41073144459 -0.582310590830546 0.148807085523098 -3.91319128913495 9.10843237218948e-05 0.00151348254184404
FBgn0041607 753.415298282842 -0.423245217485792 0.108180558386728 -3.91239631036806 9.13847799408753e-05 0.00151553791723997
FBgn0028325 2685.65847917105 -0.382464835683445 0.0977759346188903 -3.91164591956304 9.16692431148983e-05 0.00151732063796745
FBgn0026372 62490.1445404847 -0.362198683467513 0.0926641079916563 -3.90872681254458 9.27838124069269e-05 0.00152986232226344
FBgn0038595 148.280399665165 -0.752058919630341 0.192389885120324 -3.90903564997707 9.26652899120118e-05 0.00152986232226344
FBgn0020414 9280.5768110268 -0.399328781122521 0.102446573801785 -3.89792226624532 9.70215474525799e-05 0.00159666554291443
FBgn0001197 3285.17781349619 0.349564871368946 0.0897304083430507 3.89572362172381 9.79059820589507e-05 0.00160813388922116
FBgn0051314 5152.87224711177 0.357873930241563 0.0919808966726573 3.89074191693488 9.99381842478186e-05 0.00163837474520229
FBgn0039869 1662.52906290564 0.428558895432734 0.110315057544239 3.88486309097804 0.000102387569736292 0.00167532637961634
FBgn0027552 1017.51070427477 -0.529818433676333 0.136422062064467 -3.88367120140703 0.000102891024734524 0.00168035742109297
FBgn0026415 46.9558100716458 1.14324157054435 0.294508171914011 3.88186705691191 0.000103657543802477 0.00168965737749514
FBgn0038804 110.431243422681 0.786590832598745 0.202891200498807 3.87690954888588 0.000105791664502379 0.00172117216592675
FBgn0033502 73.8312173984707 -0.94647059471775 0.244189155723658 -3.87597308288679 0.000106199424604302 0.00172453383817668
FBgn0027945 204.950763937588 0.642009800840782 0.165798546765492 3.87222815498408 0.000107844928529279 0.00174171064274195
FBgn0029114 1389.89009206875 -0.406979059542119 0.105103364927624 -3.87217916212645 0.000107866614333563 0.00174171064274195
FBgn0037028 324.246744446482 0.585267175898202 0.151145243821707 3.87221695568927 0.000107849885332298 0.00174171064274195
FBgn0030322 428.084360629177 0.556744787321136 0.143824574039849 3.87099903502499 0.000108390221169068 0.00174628590734509
FBgn0031738 1004.59039620414 0.469953109486694 0.121415348397465 3.87062357180952 0.000108557311478299 0.00174628590734509
FBgn0008649 295.935272637075 0.53240786622387 0.137622125934625 3.86862114364358 0.000109452552939905 0.00175738986686656
FBgn0036616 116.935197357331 -0.830097994937117 0.214690564763621 -3.86648568301581 0.000110414942704282 0.00176952844625517
FBgn0028954 1735.17561042829 0.392078636928982 0.101420975696095 3.86585353017934 0.000110701363384473 0.00177080874936283
FBgn0034013 1553.92287868509 0.388816799876167 0.100653037317484 3.86294154889479 0.000112029820733144 0.00178872194220852
FBgn0010549 415.216851814995 -0.505776248643529 0.13099781711778 -3.8609517301253 0.00011294621724264 0.00180000161085204
FBgn0034403 68.0353080384092 1.06102160620496 0.275019899785481 3.85798121165986 0.000114327434001926 0.00181863343067257
FBgn0023477 1805.32843905184 0.439822435646989 0.114155179181199 3.85284696499717 0.000116752365762622 0.00185034156016399
FBgn0035165 3910.78934260942 0.35727452080847 0.0927252071765572 3.85304634723746 0.000116657298110128 0.00185034156016399
FBgn0085354 144.864454376097 0.734674148065181 0.190822621401594 3.85003697501373 0.00011809999478974 0.00186824604303917
FBgn0029506 11687.1464508272 0.441761240155171 0.114758306239932 3.84949250846866 0.000118362803469109 0.00186895520615864
FBgn0030966 255.850090165386 0.58155221008183 0.151171092536045 3.84698026802423 0.000119582596100646 0.00188474481427745
FBgn0021795 2179.77937449543 0.406729133328812 0.105757380837859 3.84586995353438 0.000120125466245211 0.00188982705979163
FBgn0053007 113.810436255785 -0.786560103895524 0.204711262098463 -3.84229033533681 0.000121891526726931 0.00191409880981081
FBgn0011206 274.152407786337 -0.680830089170212 0.177271251787594 -3.84061195656237 0.000122727984199076 0.0019237106700601
FBgn0051614 93.0299008315123 0.924343462324396 0.240747637563489 3.83947054134906 0.000123299922123837 0.0019291487815507
FBgn0029881 4249.998558325 -0.497375294657934 0.1295764836641 -3.83846883781224 0.000123803922859821 0.00193350607395284
FBgn0036059 794.801631287663 -0.470178457726524 0.122506771324513 -3.83797934304423 0.000124050914811735 0.00193384098835602
FBgn0261109 362.95732151042 0.573654671916166 0.149723181130049 3.831435236591 0.000127397910882783 0.00198241322669507
FBgn0039538 104.631597297828 0.797396559463771 0.208227265916308 3.82945315040666 0.000128428329066182 0.00199482698082145
FBgn0053558 2918.24827150374 0.483629887245876 0.126325893676056 3.82843036508473 0.000128963107180948 0.00199951117715994
FBgn0003891 13040.6740425242 -0.417109463459939 0.108994919445642 -3.82687069802331 0.000129782643462008 0.00200858553256905
FBgn0033153 257.284535573727 0.632685342123489 0.165522499510558 3.82235251397429 0.000132184540129637 0.00204207251724596
FBgn0039209 1628.75783080459 -0.548176849688195 0.143484611162064 -3.82045743615694 0.000133204392490344 0.00205412672879894
FBgn0051005 310.918326616583 -0.518842971894664 0.135847945577088 -3.81929200099858 0.000133835258242281 0.0020601499177187
FBgn0035708 1195.97131365341 -0.435104337956831 0.114022163768257 -3.8159628231679 0.000135652929298344 0.00208438748351972
FBgn0034249 547.155675405118 0.498776485993039 0.130913256872856 3.80997691072229 0.000138979770676486 0.00213168614271949
FBgn0259734 267.676113189203 0.630743633204514 0.165800881287678 3.80422364649631 0.00014224961918535 0.00217794327659856
FBgn0259741 33.1623213343193 1.3514736507324 0.355486073331963 3.8017625783904 0.000143670368561897 0.00219577493770001
FBgn0039804 975.510172633106 -0.429169993657603 0.113052787213777 -3.79619117966604 0.000146936201283341 0.00224169215267503
FBgn0259217 7285.15685714563 0.355313051684015 0.0936477335728418 3.79414469660008 0.000148153262565973 0.00225624524554291
FBgn0013988 2620.07570865854 -0.390916377950028 0.103216394137603 -3.78734774854543 0.000152263927895449 0.00231473566981486
FBgn0026150 977.928756026675 0.395418949122365 0.104482174364734 3.78455895971315 0.00015398140126318 0.00233670183085046
FBgn0013347 605.426683802992 0.459430025350138 0.121582298526714 3.77875752405843 0.000157612802042053 0.00238218164997287
FBgn0037046 24.8266044951045 1.61009993305235 0.42603268618902 3.77928732993503 0.000157277855983811 0.00238218164997287
FBgn0259935 44.8983152304953 1.14835103579545 0.303921748314777 3.77844310965888 0.000157811893770071 0.00238218164997287
FBgn0039788 17.2209151090385 1.89507636138022 0.501940505310716 3.77549996728618 0.000159687045460505 0.0024062508396808
FBgn0261550 9612.74115052019 -0.369819748398036 0.0979977910815274 -3.77375596242135 0.000160808068373507 0.00241889189163939
FBgn0013997 1936.46395549764 0.408707281353672 0.108512356453318 3.76645844502968 0.000165579628343927 0.00248630426168272
FBgn0024273 1565.68770642776 -0.383731159148799 0.101981113522714 -3.76276690745616 0.00016804381097452 0.00251889446729989
FBgn0004872 985.746629941282 0.448749733766528 0.119304754496535 3.76137343109457 0.000168982924051468 0.00252855076931463
FBgn0028970 460.589582652264 -0.544582508873158 0.14496260984028 -3.75671015769638 0.000172161698932702 0.00257162788614806
FBgn0034950 95.8170231713793 0.850709183227553 0.226654456909226 3.75333092862258 0.000174500242008811 0.00260202621736269
FBgn0051098 166.915495922478 -0.681900988555426 0.181827653786 -3.75026006417034 0.000176651264794538 0.00262952768116037
FBgn0004650 135.750659580022 -0.729339352530805 0.194620236398544 -3.74750008543439 0.000178605775996001 0.00265025831467025
FBgn0030318 2264.32995566472 0.389178464531674 0.103852349471458 3.7474208962276 0.000178662153706486 0.00265025831467025
FBgn0260429 68.3370323094981 -1.36714787798063 0.366021802019167 -3.73515421878896 0.000187600186799602 0.00277803799934333
FBgn0034636 15.1659174890807 -2.36678962974871 0.634187497348773 -3.73200297962842 0.000189963254060051 0.00280818093157047
FBgn0037896 73.1209468473176 0.886763960688539 0.237679930194156 3.73091644702252 0.000190784494209586 0.00281546687324094
FBgn0028386 6386.48078120417 -0.446431229239154 0.119767719985234 -3.72747539398924 0.000193407436570862 0.00284438312377113
FBgn0039590 1455.40764566514 0.411550794799633 0.110402810890973 3.72772025891672 0.000193219674060264 0.00284438312377113
FBgn0025682 8867.39401409852 -0.362919066344843 0.0974292452525185 -3.7249499922146 0.00019535394457839 0.00286809027536835
FBgn0028540 115.125427801005 -0.781724815696468 0.209985500738253 -3.72275615672575 0.000197059817612765 0.00288818953198606
