baseMean log2FoldChange lfcSE stat pvalue padj
FBgn0034398 4836.26199794252 -0.397284719501164 0.091798152735697 -4.32780734319368 1.50601111382068e-05 0.00030127259711525
FBgn0053556 220.851927473562 0.796361979681034 0.184294075739283 4.32114801567267 1.55219503570734e-05 0.000309787736497114
FBgn0031268 126.217529851985 0.717724915774261 0.16623608857213 4.31750362956139 1.57803814587828e-05 0.000314213083837439
FBgn0011592 505.153409200231 0.49461979821832 0.114592902997741 4.31632138883916 1.58650941121827e-05 0.000314437351362287
FBgn0032899 1098.88729724621 -0.516676284066292 0.119699863706471 -4.31643168227233 1.58571728138334e-05 0.000314437351362287
FBgn0033268 82.4190108552357 0.798631496025006 0.185109867843371 4.3143647895679 1.60062460563085e-05 0.000316502260355921
FBgn0042094 112.984223465426 -0.734569641241455 0.170350745214685 -4.31210113178965 1.61710432630967e-05 0.000319024129996852
FBgn0085388 1944.98338502487 0.379581047381594 0.0880576135730332 4.31059884522963 1.62813031092956e-05 0.000320460959130549
FBgn0034793 522.5892065065 0.531391597853841 0.123372852724341 4.30720037771322 1.65333825623215e-05 0.000324676196097698
FBgn0032105 572.329987324432 0.467375721695171 0.108779959714496 4.29652412927753 1.73497090822075e-05 0.000339927252086637
FBgn0026179 467.031566887569 0.587884059099133 0.136998115026389 4.29118356107229 1.77723325174398e-05 0.000347412582224473
FBgn0029664 606.393046095027 0.507227404623245 0.118230507031626 4.29015672315069 1.78547072657286e-05 0.000347436371839019
FBgn0038815 174.774651003323 0.636764562115401 0.148416150517825 4.29039939315043 1.78352070884732e-05 0.000347436371839019
FBgn0028331 4474.75762608213 -0.390974299829145 0.0911480970626967 -4.28944006982626 1.79124138553974e-05 0.000347768905736764
FBgn0022382 608.086725977496 -0.475349261167052 0.111115739893334 -4.2779651345828 1.8860955328615e-05 0.000365356333763805
FBgn0033926 6313.2527792654 0.481979731190434 0.11273545643059 4.27531627094787 1.90866148093803e-05 0.000368892993223283
FBgn0034886 6067.49892794318 -0.391145904895627 0.0915018083667055 -4.27473414872915 1.91365499173236e-05 0.000369025090973253
FBgn0052687 327.243905061807 -0.526045425440861 0.123165626407993 -4.27104088033705 1.94562735474311e-05 0.000374347447445181
FBgn0027525 3310.72329085403 -0.380971216933359 0.0892207119290173 -4.26998629238079 1.9548498154814e-05 0.000375278567716408
FBgn0028434 83.6655249038761 0.795532383569156 0.186627306932051 4.26267943660999 2.01990184326687e-05 0.000386899319508969
FBgn0015522 136.158697851462 -0.735552418241541 0.172804848771369 -4.25654964817984 2.07605950729002e-05 0.000396768337085204
FBgn0031538 217.036261284333 0.603718122756074 0.142011585109754 4.25118924128261 2.12638399737895e-05 0.000405481064266338
FBgn0013770 30576.6322532279 -0.334860664034319 0.0788609468508357 -4.24621663074503 2.17410436601427e-05 0.000411829238535712
FBgn0030052 7009.3434003853 -0.377245693270898 0.0888419824587462 -4.24625478664968 2.17373434648479e-05 0.000411829238535712
FBgn0051637 2676.30079198463 -0.411931984092605 0.0970111506830211 -4.246233357633 2.17394214847908e-05 0.000411829238535712
FBgn0031637 1236.01105898604 -0.393923957170424 0.0929090171412905 -4.23988940246099 2.23629940856565e-05 0.000422675398148765
FBgn0031992 190.450664396165 0.629807053365876 0.148706774249563 4.23522772613518 2.2832020166454e-05 0.000430589772390262
FBgn0000392 1080.22701781589 0.431667862800161 0.102172199489896 4.22490525754855 2.39041322363275e-05 0.000449817978477881
FBgn0020376 40.8133706634298 -0.928472614855316 0.219956162031111 -4.22117119284884 2.43036269096485e-05 0.00045633257368511
FBgn0001206 593.01284521523 0.45340976348501 0.107505337862628 4.21755582094336 2.46964694550122e-05 0.000462694029483183
FBgn0039026 2842.77270268278 -0.405934062322416 0.0962922002087842 -4.21564842679112 2.4906151645502e-05 0.000465603647137092
FBgn0036746 1210.61047733794 -0.488506896436155 0.11596953246328 -4.21237273325072 2.52702098393466e-05 0.000471380254127419
FBgn0034225 49.1009361711163 -0.891577469627373 0.211858967800459 -4.20835369342076 2.57238001063066e-05 0.000477759601974397
FBgn0051116 169.465835508821 0.623722096346077 0.148193474763298 4.20883643724742 2.56689110488998e-05 0.000477759601974397
FBgn0052677 46.1441898302105 0.871190250194968 0.207050502089392 4.2076220120386 2.58072067997771e-05 0.000478271222120544
FBgn0033128 451.059269600314 -0.509400154652087 0.121286762987618 -4.19996495993624 2.66956290734883e-05 0.000493667335047962
FBgn0001977 724.064947911686 0.454236443996862 0.108475430773439 4.18745923162618 2.82094672201364e-05 0.00052053762573019
FBgn0010228 1328.22425213936 0.455776412675399 0.108885527871 4.1858309509724 2.84124755709895e-05 0.000523156163094219
FBgn0000286 484.873825567724 -0.502066596085194 0.120310264400015 -4.17309860126223 3.00484820974466e-05 0.000552092497249652
FBgn0050269 152.254655114211 -0.677020341558646 0.162345519254954 -4.17024347001181 3.04274391860719e-05 0.000557858103449994
FBgn0051462 90.4135250834842 0.864640838912997 0.20743935343391 4.16816204157939 3.07065616871561e-05 0.000561772609327843
FBgn0038912 570.635960868885 -0.488728511958646 0.117284763185285 -4.16702475825065 3.0860099225628e-05 0.000563377760276817
FBgn0051150 8828.04920299686 -0.359552435808637 0.0864591883154578 -4.1586376510587 3.20151284378423e-05 0.000583220275925119
FBgn0026189 11465.3272344888 0.39063335264573 0.0939508717781142 4.15784702422237 3.21261029745429e-05 0.000583999349613665
FBgn0039467 5447.89183736293 -0.408265561099274 0.0982573803338142 -4.15506254809822 3.25198568443382e-05 0.000589904691316153
FBgn0036449 1576.92743841096 0.392315177549221 0.0945049332246354 4.15126664992926 3.30640269661047e-05 0.000598507820050292
FBgn0035390 1125.63532288896 0.406395885150606 0.0979999653667438 4.1468982527673 3.370097346552e-05 0.000608750495383506
FBgn0036688 375.065034571579 0.534137296425627 0.128934199457143 4.1427123189544 3.43222370236588e-05 0.000618667354519089
FBgn0030993 3629.41766080638 -0.412875102480331 0.0997450659261325 -4.13930351989633 3.4836180749185e-05 0.00062661214196328
FBgn0037705 363.859538219727 -0.5875886972028 0.142197450644495 -4.13220275426609 3.59303258925931e-05 0.000644938050927426
FBgn0052021 505.978856762046 0.476881863435541 0.115529730121895 4.127784795588 3.66274655257081e-05 0.000656076066592286
FBgn0034501 2693.32804173261 -0.468422280930042 0.113563156915258 -4.12477333013543 3.71100049522337e-05 0.000663331654281888
FBgn0029092 7835.31016424403 -0.437297802427351 0.106068907391658 -4.1227708777336 3.7434200321994e-05 0.000667732548243568
FBgn0039060 87.5501555757668 -0.768342465367571 0.187127314059959 -4.10598778284916 4.02590759571034e-05 0.000716628291776963
FBgn0000256 2184.41274629441 -0.441744863816367 0.107715778156668 -4.10102281556068 4.11327997613912e-05 0.000730661891197161
FBgn0015801 819.797695910339 -0.415288070807522 0.101610491637448 -4.08705896522276 4.36876112498621e-05 0.000774437531100039
FBgn0032078 4734.15883504287 0.369369450949409 0.0904227044179645 4.08491930568741 4.40921369671752e-05 0.000779993546927591
FBgn0032881 222.523391466227 0.585522713598792 0.143411078000271 4.08282764318727 4.44910207048264e-05 0.000785427050050976
FBgn0034804 39.0225600298995 -0.903759875054465 0.221429324880644 -4.08148232191745 4.47493818988331e-05 0.000788362567526356
FBgn0001297 11081.4829706462 -0.389701716290522 0.0958488893687087 -4.06579271661071 4.78694691325438e-05 0.000841598346432937
FBgn0003041 1619.16206239585 0.401665571732944 0.0988145219035223 4.06484354723804 4.80646928187505e-05 0.000843298975233897
FBgn0015288 7085.85737430561 -0.421008785359498 0.103621938045515 -4.0629310095954 4.84603557373357e-05 0.000848502179597276
FBgn0010300 4906.94747306464 -0.384267418418615 0.0947657103771289 -4.05492046531796 5.01513639700843e-05 0.000876318323085432
FBgn0038290 977.774907202516 -0.405853536654222 0.100376926011164 -4.04329513546852 5.27052086808169e-05 0.000919067203106221
FBgn0014029 3417.16253717822 0.395491322274076 0.0978530296047481 4.04168704711096 5.30680261487923e-05 0.000921639837496876
FBgn0020386 2963.0501247295 -0.382475751877009 0.0946283062372103 -4.04187464708746 5.30255781549574e-05 0.000921639837496876
FBgn0032400 436.309795105242 -0.665829275649528 0.164809453289655 -4.0399944442466 5.3452467624928e-05 0.000926437303248247
FBgn0023507 907.084435265846 -0.439160915052681 0.108766079015362 -4.03766430700012 5.39860313317603e-05 0.000933794748005115
FBgn0035091 425.540993344291 0.480516791345375 0.119240946978907 4.02979684009366 5.58250797687259e-05 0.000963657929394821
FBgn0038049 726.182434450734 0.439391850248772 0.109059935192737 4.02890254310398 5.60378414960893e-05 0.000965384303600637
FBgn0010786 3595.61139554285 0.393903742228729 0.0980662028452702 4.01671249421407 5.90156502666217e-05 0.00101063330139808
FBgn0020391 222.120927479407 0.557245258792268 0.138727374332922 4.01683706241694 5.89844764819621e-05 0.00101063330139808
FBgn0033402 1106.67039593139 -0.396230934739214 0.098645862752873 -4.01670099162546 5.90185296308154e-05 0.00101063330139808
FBgn0037222 305.555944890463 -0.563240387693345 0.140268998277904 -4.01543031324314 5.93374302379848e-05 0.00101406602334855
FBgn0031245 193.076143375563 0.595761860127342 0.148900381797532 4.00107677989322 6.30548921196448e-05 0.00107545017196892
FBgn0031148 2739.09450048305 0.457751717481557 0.114641737130788 3.99288888094337 6.52731612319701e-05 0.00111107118582133
FBgn0039061 1055.81574568924 -0.430022003318377 0.107760014979583 -3.99055255699299 6.59195390467298e-05 0.00111984740737718
FBgn0035312 220.538765610123 -0.555162218751469 0.139163827587427 -3.98927097921834 6.6276674175812e-05 0.00112368491939268
FBgn0032601 253.03111108346 -0.707562894249578 0.177466481873169 -3.98702271426814 6.69076222036958e-05 0.00113214043736768
FBgn0086687 8483.08750916573 -0.31279693868107 0.0787085472825352 -3.97411652838976 7.06409739433895e-05 0.0011929546723931
FBgn0052529 10167.491155282 -0.36956377815545 0.0930969214323394 -3.96966701443549 7.19731435014468e-05 0.00121305916271533
FBgn0260992 928.41900026736 -0.427368420898388 0.10773540184981 -3.96683368289811 7.28337797711253e-05 0.00122515289273158
FBgn0034378 746.221405205802 -0.463826805434574 0.117147534602872 -3.95933902499047 7.51574829423112e-05 0.00126176150774915
FBgn0030672 6023.70741058949 -0.375908780417982 0.0950001637591879 -3.95692770983909 7.59198934892631e-05 0.00127206678680053
FBgn0034894 557.00617873303 -0.482498743297406 0.122166947987772 -3.94950312866701 7.83135873564355e-05 0.00130961120106602
FBgn0020414 9280.77951743329 -0.382510211742271 0.0969623441092366 -3.94493568875913 7.98213983450168e-05 0.00133222380629636
FBgn0041607 753.427098114364 -0.402873370830007 0.102141459214785 -3.94426880061345 8.0043835162735e-05 0.00133333719195202
FBgn0030863 1626.52733620241 0.37654954810507 0.0955999176978334 3.93880619536981 8.18880412904081e-05 0.00136140856219121
FBgn0001197 3285.18575855722 0.336545602474514 0.0857300136959922 3.92564503334784 8.64976334465672e-05 0.00143525724335176
FBgn0026415 46.9552231914367 0.813319612634047 0.207269537381551 3.9239708010582 8.71012970047305e-05 0.00143969363890831
FBgn0050185 444.185537086269 0.452548872542498 0.115320870852518 3.92425819538994 8.6997391494653e-05 0.00143969363890831
FBgn0051314 5152.88853398192 0.343872902515025 0.087736498629419 3.91938255899034 8.87761066382162e-05 0.00146454918118768
FBgn0029114 1389.91201652096 -0.389078592094694 0.0993798393018031 -3.915065619226 9.03796239656514e-05 0.00148813526998828
FBgn0023477 1805.31534448245 0.41774379069822 0.107015809021505 3.90357083236435 9.47837933437397e-05 0.00155467210461513
FBgn0030966 255.848806945911 0.532638014025283 0.136447537423695 3.9036103112022 9.47683261843207e-05 0.00155467210461513
FBgn0028325 2685.66836416929 -0.362298695411435 0.0929468526735052 -3.89791246277142 9.70254742368483e-05 0.00158839791666519
FBgn0034013 1553.92067285085 0.372173225710366 0.0955209988673802 3.89624512016552 9.76955162390835e-05 0.00159631490465464
FBgn0026372 62490.3063958776 -0.343684216891003 0.088321606995214 -3.89128129099402 9.97162485336463e-05 0.00162622956180015
FBgn0036616 116.937071658535 -0.684066663720226 0.175869327578239 -3.8896302905116 0.000100397055723446 0.00163421975495084
FBgn0021795 2179.76859138744 0.388259144930434 0.0998766208245238 3.88738767616675 0.000101328851261764 0.00164625735199853
FBgn0031738 1004.59313386697 0.439442601344332 0.113127692114981 3.88448303972903 0.000102547850605409 0.00166079530700698
FBgn0085354 144.863790139415 0.631941274377774 0.162689820924887 3.88433198085292 0.000102611623149578 0.00166079530700698
FBgn0035165 3910.80345715893 0.342961478616878 0.0884146511717419 3.87901183878098 0.000104881651037509 0.00169017789583727
FBgn0038804 110.431182138874 0.657608565109023 0.169527217889036 3.8790736573018 0.000104855003929768 0.00169017789583727
FBgn0259935 44.8976620743795 0.814813719823263 0.210074305776185 3.87869290731525 0.000105019229220442 0.00169017789583727
FBgn0034403 68.0348309617653 0.780830259330455 0.201368109389063 3.87762621250922 0.000105480610137608 0.00169124528838615
FBgn0051614 93.0282262503905 0.73008092310777 0.188278232892601 3.87767035993072 0.000105461477027767 0.00169124528838615
FBgn0036059 794.81741443407 -0.442074217764132 0.114052005104689 -3.87607580733323 0.000106154623566296 0.00169570128166908
FBgn0053558 2918.24651330371 0.453278371688422 0.116940257017712 3.87615337308321 0.000106120806765798 0.00169570128166908
FBgn0010549 415.221070253753 -0.468528165765915 0.121018529666338 -3.87154072238111 0.000108149584581085 0.00172347889525035
FBgn0039869 1662.5481434771 0.401936911521839 0.103827186664659 3.87121065718571 0.000108296151091414 0.00172347889525035
FBgn0003891 13040.8842482423 -0.396570494541966 0.102551165534986 -3.86705009614613 0.000110159804943026 0.00174664490726332
FBgn0039178 13.9245762073993 0.861339712719842 0.222719148873656 3.86738058705703 0.000110010667860707 0.00174664490726332
FBgn0029881 4250.07411099798 -0.461870605975475 0.119474081739188 -3.86586445572136 0.000110696407208835 0.00175190875882079
FBgn0028954 1735.18904328664 0.371122888807738 0.0961564311556427 3.85957428273335 0.00011358472711381 0.0017943033829307
FBgn0259734 267.674550511946 0.5659123244984 0.146681665978034 3.85809856143268 0.000114272568375634 0.00180184480742574
FBgn0027552 1017.53079057058 -0.482308168347006 0.125033295565475 -3.85743786217681 0.000114581795223668 0.00180339950497251
FBgn0038261 29.1335873064291 0.862694324997175 0.223730227243458 3.85595784542073 0.000115277353440754 0.00181101779845822
FBgn0011206 274.158433217542 -0.593658394684846 0.154139338849271 -3.85143986679071 0.000117425365859005 0.00183897854010827
FBgn0261109 362.953653667968 0.520734960398506 0.135209758051263 3.85131197558298 0.00011748671588872 0.00183897854010827
FBgn0033363 70.2289723229325 -0.748007878453822 0.194408426562295 -3.84761037204391 0.000119275546766799 0.00186357159017762
FBgn0039209 1628.79156631517 -0.501102984696879 0.130263677627884 -3.84683584727546 0.000119653077162105 0.00186437479596439
FBgn0039538 104.631423184214 0.663451527788692 0.172476857008199 3.84661188345492 0.000119762454774634 0.00186437479596439
FBgn0008649 295.936711989463 0.485180481088986 0.126210239831445 3.84422438097692 0.000120934317699949 0.00187744627362963
FBgn0029506 11687.1617782092 0.412683719634903 0.107365400088691 3.84373102781714 0.000121177815287749 0.00187744627362963
FBgn0038595 148.281157850466 -0.628810972190759 0.163600981031513 -3.84356480154381 0.000121259961377854 0.00187744627362963
FBgn0259217 7285.13285983746 0.342651900036619 0.0892001230042488 3.84138371670516 0.000122342690505849 0.00189079082330519
FBgn0033153 257.28453455787 0.562316719037295 0.146447550992552 3.83971404933835 0.000123177695216278 0.00190026563322841
FBgn0051005 310.92428653839 -0.479238791317505 0.124887701415318 -3.83735776931132 0.0001243652213401 0.00191513493725529
FBgn0030322 428.086908252535 0.501715080437278 0.130772542309488 3.83654757777755 0.000124776031854759 0.00191801146272971
FBgn0003890 1642.40845206764 -0.514320297190177 0.134179616224913 -3.83307324659559 0.000126552251597443 0.00194182863472636
FBgn0053007 113.811567199523 -0.653694413121552 0.17058047218426 -3.83217612632373 0.00012701475241617 0.00194543883754428
FBgn0035708 1195.98193807113 -0.40896181968705 0.106985999092638 -3.82257326337564 0.000132066221549995 0.00201919819448404
FBgn0037028 324.249280446619 0.520521464092445 0.13622905812206 3.82092830463574 0.000132950300628149 0.00202909175397186
FBgn0034249 547.155132346549 0.461630525499546 0.120874996354326 3.81907374910151 0.000133953713453371 0.00204076813983588
FBgn0033502 73.8312258066992 -0.724194565522634 0.189715620675143 -3.81726377061328 0.000134939884366688 0.00205214083472039
FBgn0025383 83.2249354468203 -0.708439755140629 0.185923254517278 -3.8103880925492 0.000138748808446273 0.00210632499630671
FBgn0259741 33.1618846496528 0.836924404612504 0.220082730348264 3.80277181807102 0.000143086136009936 0.00216832477259659
FBgn0026150 977.928192953433 0.375666792678615 0.0989085582500871 3.79812221839038 0.000145796433469081 0.00220549304480967
FBgn0034221 140.870109330516 -0.720004996101093 0.189682420338758 -3.79584462711526 0.000147141634808047 0.00222191653831834
FBgn0039804 975.517454723 -0.402810297482234 0.106250644508637 -3.79113274413588 0.000149961772529195 0.00226051531055452
FBgn0035932 27.3929662617669 0.856402708631285 0.225937214023444 3.79044555511966 0.000150377293210725 0.00226279505179302
FBgn0039788 17.2207108895371 0.86198412907295 0.227529726666024 3.78844620306779 0.000151592408876288 0.00227707755227856
FBgn0037046 24.8263405523886 0.857393528744141 0.226648959333493 3.78291403263214 0.000155002960932522 0.0023242300376607
FBgn0034950 95.8165335222672 0.68673051289376 0.181867838250876 3.77598655979215 0.000159375584971073 0.00238561845895512
FBgn0261550 9612.76157710851 -0.351149711444431 0.0930429881444222 -3.77405883503412 0.000160612856061254 0.00239994288585769
FBgn0027945 204.953666670754 0.552502165228331 0.146466742658459 3.77220217504729 0.000161813055918948 0.00240959691400129
FBgn0028540 115.128299402637 -0.653977000211146 0.173368050252965 -3.77218870061073 0.000161821796957573 0.00240959691400129
FBgn0030318 2264.33369552952 0.370566331825279 0.0982612913634215 3.77123409110035 0.000162442196298466 0.00241463556372823
FBgn0013997 1936.46658909766 0.385382913944985 0.102229663800534 3.76977581279078 0.000163394251559052 0.00242457813145339
FBgn0027375 985.816436948685 -0.447804121748994 0.119036408313087 -3.7619088822908 0.000168621481997128 0.00249781510183288
FBgn0037896 73.1204741407146 0.702471124814268 0.186887625093382 3.75878886824778 0.000170737836272616 0.00252479681203133
FBgn0003886 414.330418452473 0.598434077531406 0.159441451369189 3.75331554242894 0.000174510957782814 0.00257614279402836
FBgn0013988 2620.07045584739 -0.366466271861657 0.0976932510212612 -3.75119333250464 0.000175994922934692 0.00258912118585367
FBgn0039590 1455.4073554681 0.389810209808093 0.103909976463936 3.75142236648842 0.000175834200469728 0.00258912118585367
FBgn0004872 985.749254034259 0.417293820063781 0.111342764336741 3.74783060713072 0.000178370646004635 0.00261957027631506
FBgn0260429 68.3400764158481 -0.832754051300493 0.222264515452422 -3.74668016442217 0.000179190318851715 0.00262710190069929
FBgn0004650 135.753928856294 -0.617448173192599 0.164889481037313 -3.74461833046145 0.000180668212629194 0.00264251372731575
FBgn0051098 166.917895676097 -0.588493667355873 0.157168294212843 -3.74435359436371 0.000180858799837308 0.00264251372731575
FBgn0024273 1565.69112554674 -0.361958023085574 0.0966958800546 -3.74326210052788 0.000181646579552635 0.00264950257943725
FBgn0013347 605.432314930579 0.423764141573056 0.11333514865742 3.73903547657555 0.000184727659061085 0.00268986091306295
FBgn0025682 8867.48153180525 -0.345239455740723 0.0925873396468108 -3.72879766345695 0.000192395553085041 0.00279675844739239
FBgn0035113 104.641428605365 0.64133311681289 0.172058860241933 3.72740535367435 0.00019346117503708 0.00280748234011437
FBgn0033033 1786.58878999638 -0.349699809561846 0.0939711598649404 -3.72135248798089 0.000198158608226969 0.00286593581695829
FBgn0053138 1583.02674339269 0.386231452095565 0.103780159182254 3.72163094698363 0.000197940174096358 0.00286593581695829
