5607
CCQ26941	72649	73347	72535	2	1	61
CCQ26942	73331	74941	73347	2	1	62
CCQ26943	74917	75900	74941	2	1	63
CCQ26944	75944	76063	75900	2	1	64
CCQ26945	76064	77719	76063	2	1	65
CCQ26946	77808	77939	77719	1	1	66
CCQ26947	78041	79219	77939	1	1	67
CCQ26948	79268	79873	79219	2	1	68
CCQ26949	79884	81284	79873	2	1	69
CCQ26950	81287	82378	81284	2	1	70
CCQ26951	82378	83949	82378	2	1	71
CCQ26952	84589	84711	83949	1	1	72
CCQ26953	84788	85732	84711	1	1	73
CCQ26954	85768	85890	85732	2	1	74
CCQ26955	85865	85990	85890	1	1	75
CCQ26956	86074	87774	85990	1	1	76
CCQ26957	87777	88268	87774	1	1	77
CCQ26958	88320	88451	88268	1	1	78
CCQ26959	88448	89452	88451	1	1	79
CCQ26960	90054	90512	89452	1	1	80
CCQ26961	90514	91455	90512	1	1	81
CCQ26962	91452	91817	91455	1	1	82
CCQ26963	91833	93599	91817	1	1	83
CCQ26964	93586	95073	93599	1	1	84
CCQ26965	95070	96428	95073	1	1	85
CCQ26966	96422	97504	96428	1	1	86
CCQ26967	97507	98823	97504	1	1	87
CCQ26968	98823	100067	98823	1	1	88
CCQ26969	100088	101131	100067	1	1	89
CCQ26970	101185	102660	101131	1	1	90
CCQ26971	102653	103573	102660	1	1	91
CCQ26972	103575	104405	103573	1	1	92
CCQ26973	104402	105664	104405	1	1	93
CCQ26974	105725	106876	105664	1	1	94
CCQ26975	106977	107894	106876	1	1	95
CCQ26976	107866	108036	107894	2	1	96
CCQ26977	108050	108637	108036	1	1	97
CCQ26978	108699	111404	108637	1	1	98
CCQ26979	111464	111853	111404	1	1	99
CCQ26980	111953	112150	111853	2	1	100
CCQ26981	112160	112903	112150	2	1	101
CCQ26982	112903	113523	112903	2	1	102
CCQ26983	113748	114791	113523	1	1	103
CCQ26984	114826	116028	114791	2	1	104
CCQ26985	116018	117403	116028	2	1	105
CCQ26986	117413	117853	117403	2	1	106
CCQ26987	118056	118949	117853	2	1	107
CCQ26988	119037	119588	118949	1	1	108
CCQ26989	119585	120439	119588	1	1	109
CCQ26990	120482	121852	120439	2	1	110
CCQ26991	121935	122066	121852	1	1	111
CCQ26992	122396	123160	122066	1	1	112
CCQ26993	123157	123339	123160	2	1	113
CCQ26994	123321	125984	123339	1	1	114
CCQ26995	125999	127891	125984	1	1	115
CCQ26996	128183	129640	127891	1	1	116
CCQ26997	129711	131468	129640	2	1	117
CCQ26998	131901	134420	131468	1	1	118
CCQ26999	134650	134958	134420	1	1	119
CCQ27000	134996	135790	134958	2	1	120
CCQ27001	135806	136672	135790	2	1	121
CCQ27002	136778	137125	136672	2	1	122
CCQ27003	137291	138841	137125	1	1	123
CCQ27004	138888	141278	138841	2	1	124
CCQ27005	141484	142020	141278	1	1	125
CCQ27006	142061	142723	142020	2	1	126
CCQ27007	142832	143758	142723	1	1	127
CCQ27008	143758	144525	143758	1	1	128
CCQ27009	144630	145070	144525	1	1	129
CCQ27010	145134	146363	145070	1	1	130
CCQ27011	146367	146747	146363	2	1	131
CCQ27012	146715	146900	146747	1	1	132
CCQ27013	147021	147923	146900	1	1	133
CCQ27014	147997	148848	147923	2	1	134
CCQ27015	148860	149654	148848	2	1	135
CCQ27016	149767	151041	149654	2	1	136
CCQ27017	151094	151690	151041	2	1	137
CCQ27018	151717	152319	151690	2	1	138
CCQ27019	152334	152531	152319	2	1	139
CCQ27020	152782	152907	152531	1	1	140
CCQ27021	152920	155520	152907	2	1	141
CCQ27022	155555	156247	155520	2	1	142
CCQ27023	156275	156388	156247	1	1	143
CCQ27024	156400	156984	156388	2	1	144
CCQ27025	157220	157348	156984	1	1	145
CCQ27026	157354	157833	157348	2	1	146
CCQ27027	157830	159194	157833	2	1	147
CCQ27028	159287	160213	159194	2	1	148
CCQ27029	160250	160705	160213	2	1	149
CCQ27030	160883	161587	160705	2	1	150
CCQ27031	161602	162132	161587	2	1	151
CCQ27032	162206	164635	162132	1	1	152
CCQ27033	164831	167365	164635	1	1	153
CCQ27034	167430	167564	167365	2	1	154
CCQ27035	167585	169828	167564	1	1	155
CCQ27036	169879	170676	169828	1	1	156
CCQ27037	170676	171566	170676	1	1	157
CCQ27038	171563	173545	171566	1	1	158
CCQ27039	173580	174860	173545	2	1	159
CCQ27040	175085	176506	174860	1	1	160
CCQ27041	176588	176932	176506	1	1	161
CCQ27042	176979	177602	176932	2	1	162
CCQ27043	177640	178440	177602	2	1	163
CCQ27044	178433	179131	178440	2	1	164
CCQ27045	179215	180732	179131	1	1	165
CCQ27046	180862	182286	180732	1	1	166
CCQ27047	182441	183598	182286	1	1	167
CCQ27048	183687	184073	183598	2	1	168
CCQ27049	184144	184272	184073	1	1	169
CCQ27050	184388	185212	184272	2	1	170
CCQ27051	185243	187915	185212	2	1	171
CCQ27052	187977	188771	187915	2	1	172
CCQ27053	189139	189864	188771	1	1	173
CCQ27054	189816	190067	189864	2	1	174
CCQ27055	190122	190973	190067	1	1	175
CCQ27056	191120	191845	190973	1	1	176
CCQ27057	192137	192694	191845	1	1	177
CCQ27058	192786	193982	192694	1	1	178
CCQ27059	194168	194929	193982	1	1	179
CCQ27060	194929	195081	194929	1	1	180
CCQ27061	195050	195799	195081	1	1	181
CCQ27062	195811	197163	195799	1	1	182
CCQ27063	197193	199625	197163	1	1	183
CCQ27064	199747	200232	199625	1	1	184
CCQ27065	200236	201261	200232	1	1	185
CCQ27066	201366	201821	201261	1	1	186
CCQ27067	201825	202613	201821	1	1	187
CCQ27068	202613	203761	202613	1	1	188
CCQ27069	203758	204354	203761	1	1	189
CCQ27070	204391	207873	204354	1	1	190
CCQ27071	207886	208845	207873	1	1	191
CCQ27072	208944	211085	208845	1	1	192
CCQ27073	211142	211531	211085	1	1	193
CCQ27074	211596	212894	211531	1	1	194
CCQ27075	212943	213203	212894	2	1	195
CCQ27076	213190	213390	213203	2	1	196
CCQ27077	213556	214101	213390	1	1	197
CCQ27078	214098	214520	214101	1	1	198
CCQ27079	214534	215244	214520	1	1	199
CCQ27080	215494	216474	215244	1	1	200
CCQ27081	216678	216914	216474	2	1	201
CCQ27082	216920	217501	216914	2	1	202
CCQ27083	217554	219272	217501	2	1	203
CCQ27084	219384	220091	219272	2	1	204
CCQ27085	220088	220441	220091	2	1	205
CCQ27086	220610	221425	220441	2	1	206
CCQ27087	221465	222118	221425	2	1	207
CCQ27088	222111	223142	222118	2	1	208
CCQ27089	223330	223902	223142	1	1	209
HUS2011_rRNA01-1	224266	225808	223902	1	1	210
HUS2011_tRNA01-1	225877	225950	225808	1	1	211
HUS2011_tRNA02-1	225996	226068	225950	1	1	212
HUS2011_rRNA02-1	226255	229177	226068	1	1	213
HUS2011_rRNA03-1	229251	229370	229177	1	1	214
HUS2011_tRNA03-1	229562	229635	229370	1	1	215
CCQ27090	229800	230603	229635	1	1	216
CCQ27091	230600	231514	230603	2	1	217
CCQ27092	231755	232555	231514	1	1	218
CCQ27093	232633	233403	232555	1	1	219
CCQ27094	233451	234671	233403	2	1	220
CCQ27095	234881	235636	234671	2	1	221
CCQ27096	235670	236392	235636	1	1	222
CCQ27097	236389	236856	236392	2	1	223
CCQ27098	236921	237652	236856	1	1	224
HUS2011_tRNA04-1	237785	237858	237652	1	1	225
CCQ27099	238218	238973	237858	1	1	226
CCQ27100	239599	240513	238973	2	1	227
CCQ27101	240557	241039	240513	2	1	228
CCQ27102	241063	242415	241039	2	1	229
CCQ27103	242426	245950	242415	2	1	230
CCQ27104	245969	247384	245950	2	1	231
CCQ27105	247389	248132	247384	2	1	232
CCQ27106	248129	250888	248132	2	1	233
CCQ27107	250897	251658	250888	2	1	234
CCQ27108	251663	252994	251658	2	1	235
CCQ27109	252997	253521	252994	2	1	236
CCQ27110	253518	254798	253521	2	1	237
CCQ27111	254823	255905	254798	2	1	238
CCQ27112	255869	257719	255905	2	1	239
CCQ27113	257723	258136	257719	2	1	240
CCQ27114	258143	259618	258136	2	1	241
CCQ27115	259669	259893	259618	2	1	242
CCQ27116	259928	260428	259893	2	1	243
CCQ27117	260443	260571	260428	1	1	244
CCQ27118	260855	260998	260571	1	1	245
CCQ27119	261125	261643	260998	1	1	246
CCQ27120	261676	261813	261643	1	1	247
CCQ27121	261853	263994	261813	1	1	248
CCQ27122	264070	266574	263994	1	1	249
CCQ27123	266588	267733	266574	1	1	250
CCQ27124	267966	268199	267733	1	1	251
CCQ27125	268380	269126	268199	1	1	252
CCQ27126	269245	269370	269126	1	1	253
CCQ27127	269702	270745	269370	1	1	254
CCQ27128	270787	271557	270745	2	1	255
CCQ27129	271735	272184	271557	1	1	256
CCQ27130	272227	274671	272184	2	1	257
CCQ27131	274911	275489	274671	1	1	258
CCQ27132	275695	276462	275489	1	1	259
CCQ27133	276433	277173	276462	2	1	260
CCQ27134	277329	277511	277173	2	1	261
CCQ27135	277610	277870	277511	2	1	262
CCQ27136	278064	278177	277870	2	1	263
CCQ27137	278203	278829	278177	1	1	264
CCQ27138	278886	279242	278829	2	1	265
CCQ27139	279618	281357	279242	2	1	266
CCQ27140	281317	282087	281357	1	1	267
CCQ27141	282158	283213	282087	1	1	268
CCQ27142	283288	283662	283213	1	1	269
CCQ27143	283908	285047	283662	1	1	270
CCQ27144	285044	285658	285047	1	1	271
CCQ27145	285715	287172	285658	2	1	272
CCQ27146	287433	287891	287172	1	1	273
CCQ27147	287983	289227	287891	1	1	274
CCQ27148	289285	289686	289227	1	1	275
CCQ27149	289725	290780	289686	2	1	276
CCQ27150	291068	292171	290780	1	1	277
CCQ27151	292183	293436	292171	1	1	278
HUS2011_tRNA05-1	293551	293623	293436	1	1	279
CCQ27152	294233	294385	293623	1	1	280
CCQ27153	294452	294610	294385	2	1	281
CCQ27154	294951	295364	294610	2	1	282
CCQ27155	297177	297359	295364	1	1	283
CCQ27156	297507	298175	297359	1	1	284
CCQ27157	298552	298935	298175	1	1	285
CCQ27158	298951	299196	298935	1	1	286
CCQ27159	299196	299495	299196	1	1	287
CCQ27160	300010	300141	299495	2	1	288
CCQ27161	300486	300683	300141	1	1	289
CCQ27162	300688	301071	300683	1	1	290
CCQ27163	301086	302117	301071	1	1	291
CCQ27164	302269	302466	302117	1	1	292
CCQ27165	302501	304342	302466	1	1	293
CCQ27166	304390	305067	304342	1	1	294
CCQ27167	305148	306425	305067	2	1	295
CCQ27168	306753	307967	306425	1	1	296
CCQ27169	308096	308893	307967	1	1	297
CCQ27170	309163	309285	308893	1	1	298
CCQ27171	309364	310164	309285	1	1	299
CCQ27172	310882	311187	310164	2	1	300
CCQ27173	311378	311725	311187	1	1	301
CCQ27174	311736	312101	311725	1	1	302
CCQ27175	312094	312294	312101	1	1	303
CCQ27176	312299	312589	312294	1	1	304
CCQ27177	312586	314718	312589	1	1	305
CCQ27178	315189	315734	314718	1	1	306
CCQ27179	315731	316018	315734	1	1	307
CCQ27180	315969	316115	316018	1	1	308
CCQ27181	316153	317295	316115	1	1	309
CCQ27182	317746	317946	317295	2	1	310
CCQ27183	317962	318129	317946	1	1	311
CCQ27184	318126	318398	318129	1	1	312
CCQ27185	318498	319025	318398	1	1	313
CCQ27186	319641	320624	319025	1	1	314
CCQ27187	320617	321597	320624	1	1	315
CCQ27188	322057	322467	321597	2	1	316
CCQ27189	322446	323402	322467	2	1	317
CCQ27190	323412	325610	323402	2	1	318
CCQ27191	325607	326563	325610	2	1	319
CCQ27192	326560	327249	326563	2	1	320
CCQ27193	327429	327554	327249	2	1	321
CCQ27194	327667	328281	327554	1	1	322
CCQ27195	328714	328827	328281	2	1	323
CCQ27196	329171	329881	328827	2	1	324
CCQ27197	329850	331421	329881	2	1	325
CCQ27198	331483	334008	331421	2	1	326
CCQ27199	334034	334702	334008	2	1	327
CCQ27200	334760	335347	334702	2	1	328
CCQ27201	335422	336012	335347	2	1	329
CCQ27202	337049	337189	336012	2	1	330
CCQ27203	337189	337452	337189	2	1	331
CCQ27204	339033	343286	337452	1	1	332
CCQ27205	343407	344264	343286	2	1	333
CCQ27206	344854	345447	344264	2	1	334
CCQ27207	345459	345695	345447	2	1	335
CCQ27208	345804	347129	345695	2	1	336
CCQ27209	347355	348209	347129	1	1	337
CCQ27210	348736	349455	348209	1	1	338
CCQ27211	349466	350893	349455	1	1	339
CCQ27212	350886	351581	350893	1	1	340
CCQ27213	351655	351777	351581	2	1	341
CCQ27214	351827	352492	351777	2	1	342
CCQ27215	352705	354375	352492	2	1	343
CCQ27216	354389	355861	354375	2	1	344
CCQ27217	355875	356462	355861	2	1	345
CCQ27218	356591	358624	356462	1	1	346
CCQ27219	359131	363180	358624	1	1	347
CCQ27220	363322	364410	363180	1	1	348
CCQ27221	364452	365384	364410	2	1	349
CCQ27222	365476	365973	365384	2	1	350
CCQ27223	366231	366836	365973	1	1	351
CCQ27224	366876	367739	366836	1	1	352
CCQ27225	367729	369276	367739	1	1	353
CCQ27226	369276	370694	369276	1	1	354
CCQ27227	370837	371787	370694	1	1	355
CCQ27228	371797	372183	371787	1	1	356
CCQ27229	372235	373179	372183	1	1	357
CCQ27230	373448	373888	373179	1	1	358
CCQ27231	374139	375125	373888	1	1	359
CCQ27232	375174	376658	375125	1	1	360
CCQ27233	376651	377622	376658	1	1	361
CCQ27234	377619	378575	377622	1	1	362
CCQ27235	378662	379711	378575	1	1	363
CCQ27236	379954	380769	379711	1	1	364
CCQ27237	381443	382075	380769	2	1	365
CCQ27238	382261	382536	382075	1	1	366
CCQ27239	382563	382685	382536	1	1	367
CCQ27240	382637	384223	382685	2	1	368
CCQ27241	384461	385351	384223	1	1	369
CCQ27242	385396	386565	385351	1	1	370
CCQ27243	386599	388050	386565	1	1	371
CCQ27244	388090	389976	388050	1	1	372
CCQ27245	390152	390292	389976	2	1	373
CCQ27246	390402	391661	390292	1	1	374
CCQ27247	391651	392934	391661	1	1	375
CCQ27248	392974	393873	392934	2	1	376
CCQ27249	393983	394642	393873	1	1	377
CCQ27250	394673	395143	394642	1	1	378
CCQ27251	395176	396330	395143	1	1	379
CCQ27252	396433	397044	396330	2	1	380
CCQ27253	397110	398363	397044	2	1	381
CCQ27254	398415	401489	398363	2	1	382
CCQ27255	401612	402694	401489	2	1	383
CCQ27256	402771	403604	402694	2	1	384
CCQ27257	403795	405459	403604	1	1	385
CCQ27258	405461	406405	405459	1	1	386
CCQ27259	406423	407289	406405	1	1	387
CCQ27260	407299	408108	407289	1	1	388
CCQ27261	408105	409055	408108	1	1	389
CCQ27262	409052	410065	409055	1	1	390
CCQ27263	410241	411452	410065	1	1	391
CCQ27264	411554	412093	411452	1	1	392
CCQ27265	412107	412223	412093	1	1	393
CCQ27266	412320	413153	412223	2	1	394
CCQ27267	413246	414355	413153	2	1	395
CCQ27268	414390	414665	414355	2	1	396
CCQ27269	414851	415624	414665	2	1	397
CCQ27270	415626	416066	415624	2	1	398
CCQ27271	416185	417381	416066	2	1	399
CCQ27272	417391	418062	417381	2	1	400
CCQ27273	418500	418679	418062	2	1	401
CCQ27274	418678	419640	418679	1	1	402
CCQ27275	419653	420420	419640	1	1	403
CCQ27276	420417	421244	420420	1	1	404
CCQ27277	421241	422092	421244	1	1	405
CCQ27278	422198	423172	422092	2	1	406
CCQ27279	423342	423497	423172	2	1	407
CCQ27280	424026	426584	423497	1	1	408
CCQ27281	426672	427295	426584	1	1	409
CCQ27282	427296	428453	427295	2	1	410
CCQ27283	428591	428785	428453	1	1	411
CCQ27284	428805	430025	428785	1	1	412
CCQ27285	430038	431132	430025	1	1	413
CCQ27286	431191	431499	431132	2	1	414
CCQ27287	431759	431971	431499	1	1	415
CCQ27288	431995	433089	431971	2	1	416
CCQ27289	433170	433370	433089	1	1	417
CCQ27290	433552	433812	433370	1	1	418
CCQ27291	433913	435328	433812	1	1	419
CCQ27292	435447	435767	435328	1	1	420
CCQ27293	435884	436984	435767	1	1	421
CCQ27294	437001	437810	436984	2	1	422
CCQ27295	437930	438388	437810	1	1	423
CCQ27296	438628	439095	438388	1	1	424
CCQ27297	439145	439336	439095	1	1	425
CCQ27298	439594	440271	439336	1	1	426
CCQ27299	440343	440627	440271	1	1	427
CCQ27300	440888	441250	440627	1	1	428
CCQ27301	441328	442239	441250	2	1	429
CCQ27302	442364	443272	442239	1	1	430
CCQ27303	443257	443391	443272	1	1	431
CCQ27304	443415	444683	443391	2	1	432
CCQ27305	444725	447868	444683	2	1	433
CCQ27306	447865	449067	447868	2	1	434
CCQ27307	449053	449184	449067	1	1	435
CCQ27308	449257	449946	449184	1	1	436
CCQ27309	450004	451299	449946	1	1	437
CCQ27310	451706	453025	451299	1	1	438
CCQ27311	453155	454474	453025	1	1	439
CCQ27312	454630	456447	454474	1	1	440
CCQ27313	456452	457033	456447	2	1	441
CCQ27314	457126	458196	457033	1	1	442
CCQ27315	458252	459379	458196	1	1	443
CCQ27316	459402	459734	459379	1	1	444
CCQ27317	459795	461609	459734	1	1	445
CCQ27318	461620	462591	461609	1	1	446
CCQ27319	462720	463067	462591	1	1	447
CCQ27320	463244	464128	463067	2	1	448
CCQ27321	464427	464849	464128	2	1	449
CCQ27322	464853	464966	464849	2	1	450
CCQ27323	465117	465566	464966	1	1	451
CCQ27324	465570	466673	465566	1	1	452
CCQ27325	466762	467232	466673	1	1	453
CCQ27326	467252	467671	467232	1	1	454
CCQ27327	467749	468726	467671	1	1	455
CCQ27328	468713	469222	468726	1	1	456
CCQ27329	469276	470250	469222	2	1	457
CCQ27330	470305	472167	470250	2	1	458
CCQ27331	472192	473091	472167	2	1	459
CCQ27332	473091	473333	473091	2	1	460
CCQ27333	473539	474987	473333	1	1	461
CCQ27334	475041	475631	474987	2	1	462
CCQ27335	475594	476505	475631	2	1	463
CCQ27336	476673	477164	476505	1	1	464
CCQ27337	477292	478656	477164	2	1	465
CCQ27338	478701	478829	478656	1	1	466
CCQ27339	479064	479999	478829	1	1	467
CCQ27340	480055	480597	479999	2	1	468
CCQ27341	480581	480892	480597	2	1	469
CCQ27342	481077	481964	480892	2	1	470
CCQ27343	481979	482308	481964	2	1	471
CCQ27344	482308	482922	482308	2	1	472
CCQ27345	482912	484903	482922	2	1	473
CCQ27346	484925	485845	484903	2	1	474
CCQ27347	486332	487807	485845	2	1	475
CCQ27348	487851	488429	487807	2	1	476
CCQ27349	488479	488610	488429	2	1	477
CCQ27350	488734	489051	488610	1	1	478
CCQ27351	489060	489248	489051	1	1	479
CCQ27352	489395	490693	489248	1	1	480
CCQ27353	490939	491562	490693	1	1	481
CCQ27354	491688	492962	491562	1	1	482
CCQ27355	493150	495504	492962	1	1	483
CCQ27356	495713	495985	495504	1	1	484
CCQ27357	496177	498048	495985	1	1	485
CCQ27358	498199	498570	498048	1	1	486
CCQ27359	498664	499062	498570	1	1	487
CCQ27360	499114	499809	499062	2	1	488
CCQ27361	499874	501574	499809	2	1	489
CCQ27362	501674	502492	501574	1	1	490
CCQ27363	502645	503103	502492	1	1	491
CCQ27364	503133	504905	503103	1	1	492
CCQ27365	504898	506679	504905	1	1	493
CCQ27366	506693	506833	506679	2	1	494
CCQ27367	506860	507198	506833	1	1	495
CCQ27368	507228	508514	507198	1	1	496
CCQ27369	508563	509423	508514	2	1	497
CCQ27370	509641	510213	509423	1	1	498
CCQ27371	510244	510555	510213	2	1	499
CCQ27372	510934	511287	510555	1	1	500
CCQ27373	511329	512879	511287	2	1	501
CCQ27374	513043	513513	512879	2	1	502
CCQ27375	513629	514180	513513	2	1	503
CCQ27376	514351	514569	514180	2	1	504
CCQ27377	514595	514969	514569	2	1	505
CCQ27378	515515	518664	514969	2	1	506
CCQ27379	518687	519880	518664	2	1	507
CCQ27380	520022	520669	519880	1	1	508
CCQ27381	520797	524159	520669	1	1	509
CCQ27382	524371	524532	524159	2	1	510
CCQ27383	524546	525073	524532	2	1	511
CCQ27384	525143	525520	525073	1	1	512
CCQ27385	525673	526224	525520	1	1	513
CCQ27386	526353	528284	526224	1	1	514
CCQ27387	528337	528666	528284	1	1	515
CCQ27388	528666	529271	528666	1	1	516
CCQ27389	529381	531255	529271	1	1	517
CCQ27390	531260	531376	531255	1	1	518
CCQ27391	531376	532080	531376	1	1	519
CCQ27392	532316	533278	532080	1	1	520
CCQ27393	533275	534234	533278	2	1	521
CCQ27394	534386	535690	534234	1	1	522
CCQ27395	535823	537499	535690	2	1	523
CCQ27396	537737	538957	537499	2	1	524
CCQ27397	539175	540827	538957	1	1	525
CCQ27398	540864	541343	540827	2	1	526
CCQ27399	541547	542341	541343	2	1	527
CCQ27400	542425	542820	542341	1	1	528
CCQ27401	542934	545438	542820	2	1	529
CCQ27402	545700	546632	545438	1	1	530
CCQ27403	546635	547927	546632	1	1	531
CCQ27404	548052	548459	547927	1	1	532
CCQ27405	548460	548918	548459	2	1	533
CCQ27406	548915	549832	548918	2	1	534
CCQ27407	549978	550655	549832	1	1	535
CCQ27408	550642	551421	550655	1	1	536
CCQ27409	551484	552338	551421	2	1	537
CCQ27410	552399	553208	552338	2	1	538
CCQ27411	553198	553821	553208	2	1	539
CCQ27412	553792	554478	553821	1	1	540
CCQ27413	554475	556889	554478	1	1	541
CCQ27414	557319	561608	556889	1	1	542
CCQ27415	561648	562016	561608	1	1	543
CCQ27416	562016	562726	562016	1	1	544
CCQ27417	563025	563198	562726	1	1	545
CCQ27418	563496	563627	563198	2	1	546
CCQ27419	563685	564083	563627	2	1	547
CCQ27420	564199	565293	564083	2	1	548
CCQ27421	565362	566288	565293	2	1	549
CCQ27422	566518	567000	566288	1	1	550
CCQ27423	567123	567893	567000	1	1	551
CCQ27424	567983	569764	567893	1	1	552
CCQ27425	569777	570553	569764	1	1	553
CCQ27426	570653	571531	570553	1	1	554
CCQ27427	571700	573154	571531	1	1	555
CCQ27428	573214	574575	573154	1	1	556
CCQ27429	574632	575933	574575	1	1	557
CCQ27430	575955	577100	575933	1	1	558
CCQ27431	577082	577198	577100	2	1	559
CCQ27432	577229	578014	577198	2	1	560
CCQ27433	578025	579260	578014	2	1	561
CCQ27434	579282	580331	579260	2	1	562
CCQ27435	580648	582315	580331	1	1	563
CCQ27436	582325	583584	582315	1	1	564
CCQ27437	583595	584410	583584	1	1	565
CCQ27438	584407	585300	584410	1	1	566
CCQ27439	585495	586562	585300	2	1	567
CCQ27440	586559	587068	586562	2	1	568
CCQ27441	587186	587908	587068	2	1	569
CCQ27442	587911	588405	587908	2	1	570
CCQ27443	588579	589964	588405	1	1	571
CCQ27444	590000	590521	589964	2	1	572
CCQ27445	590629	590841	590521	2	1	573
CCQ27446	590843	591709	590841	2	1	574
CCQ27447	592190	592732	591709	1	1	575
CCQ27448	592952	593644	592732	1	1	576
CCQ27449	593675	596284	593644	1	1	577
CCQ27450	596263	596379	596284	1	1	578
CCQ27451	596336	597304	596379	1	1	579
CCQ27452	597633	597830	597304	1	1	580
CCQ27453	597833	598465	597830	2	1	581
HUS2011_tRNA06-1	598708	598781	598465	1	1	582
CCQ27454	598830	599591	598781	2	1	583
CCQ27455	599774	600664	599591	2	1	584
CCQ27456	600665	603637	600664	2	1	585
CCQ27457	603624	605861	603637	2	1	586
CCQ27458	606130	607266	605861	2	1	587
CCQ27459	607370	607681	607266	2	1	588
CCQ27460	607796	608005	607681	2	1	589
CCQ27461	608044	612906	608005	2	1	590
CCQ27462	612926	613387	612906	2	1	591
CCQ27463	613415	615316	613387	2	1	592
CCQ27464	616053	617501	615316	2	1	593
CCQ27465	617491	618174	617501	2	1	594
CCQ27466	618221	618376	618174	1	1	595
CCQ27467	618331	619713	618376	1	1	596
CCQ27468	619737	620069	619713	1	1	597
CCQ27469	620085	621308	620069	1	1	598
CCQ27470	621320	624463	621308	1	1	599
CCQ27471	624565	625941	624463	1	1	600
CCQ27472	626009	627256	625941	2	1	601
CCQ27473	627364	628017	627256	2	1	602
CCQ27474	628111	628479	628017	2	1	603
CCQ27475	628544	628744	628479	2	1	604
CCQ27476	628858	629976	628744	2	1	605
CCQ27477	630418	630570	629976	1	1	606
CCQ27478	630763	631875	630570	2	1	607
CCQ27479	631952	632104	631875	2	1	608
CCQ27480	632616	633728	632104	2	1	609
CCQ27481	633894	634514	633728	2	1	610
CCQ27482	634689	636929	634514	2	1	611
CCQ27483	636922	637197	636929	1	1	612
CCQ27484	637172	638374	637197	1	1	613
CCQ27485	638377	638595	638374	1	1	614
CCQ27486	638592	642473	638595	1	1	615
CCQ27487	642689	643822	642473	1	1	616
CCQ27488	643819	644634	643822	2	1	617
CCQ27489	644631	645623	644634	2	1	618
CCQ27490	645620	646624	645623	2	1	619
CCQ27491	646735	647985	646624	1	1	620
CCQ27492	647989	648945	647985	2	1	621
CCQ27493	649320	650495	648945	1	1	622
CCQ27494	650505	652115	650495	1	1	623
CCQ27495	652129	652986	652115	1	1	624
CCQ27496	652986	653732	652986	1	1	625
CCQ27497	653735	654148	653732	1	1	626
CCQ27498	654329	656434	654148	1	1	627
CCQ27499	656616	656813	656434	1	1	628
CCQ27500	656823	657911	656813	2	1	629
CCQ27501	658020	659180	657911	1	1	630
CCQ27502	659181	659798	659180	2	1	631
CCQ27503	659783	661003	659798	2	1	632
